,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-4415168.916047,-5489076.0,-732455.239499,-12147840.0,-3142929.909727,,
Tax Rate For Calcs,0.37306,0.309,0.296301,0.304,0.233069,,
Normalized EBITDA,311558000.0,263826000.0,-46793000.0,261805000.0,203538000.0,,
Total Unusual Items,-11835000.0,-17764000.0,-2472000.0,-39960000.0,-13485000.0,,
Total Unusual Items Excluding Goodwill,-11835000.0,-17764000.0,-2472000.0,-39960000.0,-13485000.0,,
Net Income From Continuing Operation Net Minority Interest,68875000.0,49257000.0,-139335000.0,50921000.0,57271000.0,,
Reconciled Depreciation,129475000.0,121492000.0,104168000.0,90646000.0,89486000.0,,
Reconciled Cost Of Revenue,1504164000.0,1355541000.0,282888000.0,1317129000.0,993558000.0,,
EBITDA,299723000.0,246062000.0,-49265000.0,221845000.0,190053000.0,,
EBIT,170248000.0,124570000.0,-153433000.0,131199000.0,100567000.0,,
Net Interest Income,-60245000.0,-48679000.0,-35674000.0,-55629000.0,-25615000.0,,
Interest Expense,64367000.0,56027000.0,50117000.0,61643000.0,28674000.0,,
Interest Income,4122000.0,7348000.0,14443000.0,6014000.0,3059000.0,,
Normalized Income,76294831.083953,61531924.0,-137595455.239499,78733160.0,67613070.090273,,
Net Income From Continuing And Discontinued Operation,493423000.0,54429000.0,-42960000.0,50921000.0,90811000.0,,
Total Expenses,1722939000.0,1564604000.0,420384000.0,1507774000.0,1169505000.0,,
Total Operating Income As Reported,175667000.0,126860000.0,-54379000.0,128132000.0,95811000.0,,
Diluted Average Shares,99539000.0,99342000.0,98700000.0,99267000.0,99241000.0,,
Basic Average Shares,99171000.0,98913000.0,98259598.0,98683000.0,98671000.0,,
Diluted EPS,4.96,0.55,-0.44,0.51,0.92,,
Basic EPS,4.97,0.55,-0.437209,0.52,0.92,,
Diluted NI Availto Com Stockholders,493423000.0,54429000.0,-42960000.0,50921000.0,90811000.0,,
Net Income Common Stockholders,493423000.0,54429000.0,-42960000.0,50921000.0,90811000.0,,
Net Income,493423000.0,54429000.0,-42960000.0,50921000.0,90811000.0,,
Minority Interests,224000.0,-60000.0,533000.0,-288000.0,-140000.0,,
Net Income Including Noncontrolling Interests,493199000.0,54489000.0,-43493000.0,51209000.0,90951000.0,,
Net Income Discontinuous Operations,424548000.0,5172000.0,,,33540000.0,29761000.0,
Net Income Continuous Operations,68651000.0,49317000.0,-139868000.0,51209000.0,57411000.0,,
Earnings From Equity Interest Net Of Tax,2270000.0,1921000.0,3370000.0,2807000.0,2274000.0,,
Tax Provision,39500000.0,21147000.0,-60312000.0,21154000.0,16756000.0,,
Pretax Income,105881000.0,68543000.0,-203550000.0,69556000.0,71893000.0,,
Other Income Expense,-21376000.0,-27402000.0,-115969000.0,-42907000.0,-11788000.0,,
Other Non Operating Income Expenses,-9541000.0,-9638000.0,-113497000.0,-2947000.0,1697000.0,,
Special Income Charges,-11835000.0,-17764000.0,-2472000.0,-39960000.0,-13485000.0,,
Gain On Sale Of Business,-2083000.0,-4183000.0,3840000.0,-31770000.0,4478000.0,,
Write Off,1381000.0,5101000.0,,2501000.0,10898000.0,8122000.0,
Restructuring And Mergern Acquisition,8371000.0,8480000.0,29156000.0,5689000.0,7065000.0,,
Net Non Operating Interest Income Expense,-60245000.0,-48679000.0,-35674000.0,-55629000.0,-25615000.0,,
Interest Expense Non Operating,64367000.0,56027000.0,50117000.0,61643000.0,28674000.0,,
Interest Income Non Operating,4122000.0,7348000.0,14443000.0,6014000.0,3059000.0,,
Operating Income,187502000.0,144624000.0,-51907000.0,168092000.0,109296000.0,,
Operating Expense,218775000.0,209063000.0,137496000.0,190645000.0,175947000.0,,
Selling General And Administration,218775000.0,209063000.0,137496000.0,190645000.0,175947000.0,,
General And Administrative Expense,,209063000.0,137496000.0,190645000.0,202210000.0,167583000.0,
Other Gand A,,209063000.0,137496000.0,190645000.0,202210000.0,167583000.0,
Salaries And Wages,,,,,4170000.0,3295000.0,3888000.0
Gross Profit,406277000.0,353687000.0,85589000.0,358737000.0,285243000.0,,
Cost Of Revenue,1504164000.0,1355541000.0,282888000.0,1317129000.0,993558000.0,,
Total Revenue,1910441000.0,1709228000.0,368477000.0,1675866000.0,1278801000.0,,
Operating Revenue,1910441000.0,1709228000.0,368477000.0,1675866000.0,1278801000.0,,
