,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.190422,0.203783,0.207074,0.204902,0.202485,
Normalized EBITDA,44245000.0,35903000.0,31813000.0,25014000.0,29772000.0,
Net Income From Continuing Operation Net Minority Interest,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Reconciled Depreciation,6108000.0,5963000.0,6054000.0,6044000.0,5972000.0,
Reconciled Cost Of Revenue,46314000.0,41723000.0,41080000.0,42103000.0,46723000.0,
EBITDA,44245000.0,35903000.0,31813000.0,25014000.0,29772000.0,
EBIT,38137000.0,29940000.0,25759000.0,18970000.0,23800000.0,
Net Interest Income,,,,,,1825000.0
Interest Expense,,,,,,64000.0
Interest Income,,,,,,1889000.0
Normalized Income,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Net Income From Continuing And Discontinued Operation,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Total Expenses,51290000.0,46605000.0,45928000.0,46722000.0,51078000.0,
Total Operating Income As Reported,38137000.0,29940000.0,25759000.0,18970000.0,23800000.0,
Diluted Average Shares,28727000.0,28698000.0,28625000.0,28560000.0,28560000.0,
Basic Average Shares,28594000.0,28590000.0,28535000.0,28485000.0,28480000.0,
Diluted EPS,1.16,0.91,0.784,0.596,0.73,
Basic EPS,1.17,0.91,0.786,0.596,0.73,
Diluted NI Availto Com Stockholders,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Net Income Common Stockholders,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Net Income,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Net Income Including Noncontrolling Interests,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Net Income Continuous Operations,33353000.0,26057000.0,22439000.0,17000000.0,20733000.0,
Tax Provision,7845000.0,6669000.0,5860000.0,4381000.0,5264000.0,
Pretax Income,41198000.0,32726000.0,28299000.0,21381000.0,25997000.0,
Other Income Expense,3061000.0,2786000.0,2540000.0,2411000.0,2197000.0,
Other Non Operating Income Expenses,3061000.0,2786000.0,2540000.0,2411000.0,2197000.0,
Net Non Operating Interest Income Expense,,,,,,1825000.0
Interest Expense Non Operating,,,,,,64000.0
Interest Income Non Operating,,,,,,1889000.0
Operating Income,38137000.0,29940000.0,25759000.0,18970000.0,23800000.0,
Operating Expense,4976000.0,4882000.0,4848000.0,4619000.0,4355000.0,
Selling General And Administration,4976000.0,4882000.0,4848000.0,4619000.0,4355000.0,
Gross Profit,43113000.0,34822000.0,30607000.0,23589000.0,28155000.0,
Cost Of Revenue,46314000.0,41723000.0,41080000.0,42103000.0,46723000.0,
Total Revenue,89427000.0,76545000.0,71687000.0,65692000.0,74878000.0,
Operating Revenue,89427000.0,76545000.0,71687000.0,65692000.0,74878000.0,
