quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.11,0.0875,0.02,0.2571
2025-03-31,0.12,0.0775,0.04,0.5484
2024-12-31,0.08,0.075,0.01,0.066700004
2024-09-30,0.0,0.06,-0.06,-1.0
