,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-2660000.0,65513000.0,-5652173.913043,117943000.0,160272000.0,,
Tax Rate For Calcs,0.266,0.191,0.043478,0.203,0.144,,
Normalized EBITDA,1460000000.0,1587000000.0,1463000000.0,1726000000.0,920000000.0,,
Total Unusual Items,-10000000.0,343000000.0,-130000000.0,581000000.0,1113000000.0,,
Total Unusual Items Excluding Goodwill,-10000000.0,343000000.0,-130000000.0,581000000.0,1113000000.0,,
Net Income From Continuing Operation Net Minority Interest,723000000.0,1116000000.0,728000000.0,1372000000.0,1204000000.0,,
Reconciled Depreciation,290000000.0,290000000.0,322000000.0,310000000.0,301000000.0,,
Reconciled Cost Of Revenue,3646000000.0,3478000000.0,3744000000.0,3647000000.0,3571000000.0,,
EBITDA,1450000000.0,1930000000.0,1333000000.0,2307000000.0,2033000000.0,,
EBIT,1160000000.0,1640000000.0,1011000000.0,1997000000.0,1732000000.0,,
Net Interest Income,-187000000.0,-176000000.0,-160000000.0,-169000000.0,-179000000.0,,
Interest Expense,237000000.0,255000000.0,252000000.0,276000000.0,322000000.0,,
Interest Income,50000000.0,79000000.0,92000000.0,107000000.0,143000000.0,,
Normalized Income,730340000.0,838513000.0,852347826.086957,908943000.0,251272000.0,,
Net Income From Continuing And Discontinued Operation,723000000.0,1116000000.0,728000000.0,1372000000.0,1145000000.0,,
Total Expenses,5201000000.0,4708000000.0,4925000000.0,4978000000.0,4983000000.0,,
Total Operating Income As Reported,1140000000.0,1246000000.0,1085000000.0,1316000000.0,1272000000.0,,
Diluted Average Shares,540600000.0,547700000.0,546300000.0,552700000.0,554800000.0,,
Basic Average Shares,537400000.0,543800000.0,543600000.0,550600000.0,553800000.0,,
Diluted EPS,1.34,2.04,1.33,2.48,2.07,,
Basic EPS,1.35,2.05,1.34,2.49,2.07,,
Diluted NI Availto Com Stockholders,723000000.0,1116000000.0,728000000.0,1372000000.0,1145000000.0,,
Net Income Common Stockholders,723000000.0,1116000000.0,728000000.0,1372000000.0,1145000000.0,,
Net Income,723000000.0,1116000000.0,728000000.0,1372000000.0,1145000000.0,,
Minority Interests,-2000000.0,-6000000.0,0.0,-4000000.0,-6000000.0,,
Net Income Including Noncontrolling Interests,725000000.0,1122000000.0,728000000.0,1376000000.0,1151000000.0,,
Net Income Discontinuous Operations,0.0,0.0,0.0,,-59000000.0,223000000.0,
Net Income Continuous Operations,725000000.0,1122000000.0,728000000.0,1376000000.0,1210000000.0,,
Earnings From Equity Interest Net Of Tax,47000000.0,2000000.0,2000000.0,3000000.0,3000000.0,,
Tax Provision,245000000.0,265000000.0,33000000.0,348000000.0,203000000.0,,
Pretax Income,923000000.0,1385000000.0,759000000.0,1721000000.0,1410000000.0,,
Other Income Expense,-33000000.0,315000000.0,-166000000.0,574000000.0,317000000.0,,
Other Non Operating Income Expenses,-23000000.0,-28000000.0,-36000000.0,-7000000.0,-796000000.0,,
Special Income Charges,-3000000.0,,0.0,0.0,0.0,,0.0
Gain On Sale Of Business,-3000000.0,,0.0,0.0,0.0,,0.0
Restructuring And Mergern Acquisition,,,,-581000000.0,-1113000000.0,,
Gain On Sale Of Security,-7000000.0,343000000.0,-130000000.0,581000000.0,1113000000.0,,
Net Non Operating Interest Income Expense,-187000000.0,-176000000.0,-160000000.0,-169000000.0,-179000000.0,,
Interest Expense Non Operating,237000000.0,255000000.0,252000000.0,276000000.0,322000000.0,,
Interest Income Non Operating,50000000.0,79000000.0,92000000.0,107000000.0,143000000.0,,
Operating Income,1143000000.0,1246000000.0,1085000000.0,1316000000.0,1272000000.0,,
Operating Expense,1555000000.0,1230000000.0,1181000000.0,1331000000.0,1412000000.0,,
Research And Development,288000000.0,285000000.0,282000000.0,269000000.0,280000000.0,,
Selling General And Administration,1267000000.0,945000000.0,899000000.0,1062000000.0,1132000000.0,,
General And Administrative Expense,,,,,1132000000.0,1736000000.0,1625000000.0
Other Gand A,,,,,1132000000.0,1736000000.0,1625000000.0
Salaries And Wages,,,,,796000000.0,-11000000.0,-36000000.0
Gross Profit,2698000000.0,2476000000.0,2266000000.0,2647000000.0,2684000000.0,,
Cost Of Revenue,3646000000.0,3478000000.0,3744000000.0,3647000000.0,3571000000.0,,
Total Revenue,6344000000.0,5954000000.0,6010000000.0,6294000000.0,6255000000.0,,
Operating Revenue,6344000000.0,5954000000.0,6010000000.0,6294000000.0,6255000000.0,,
