,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.023511,0.21,0.21
Normalized EBITDA,229000.0,-5940000.0,-17301000.0,-7521000.0,-7501000.0
Net Income From Continuing Operation Net Minority Interest,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Reconciled Depreciation,3415000.0,3670000.0,4837000.0,4278000.0,4088000.0
Reconciled Cost Of Revenue,43278000.0,37869000.0,46250000.0,43579000.0,38661000.0
EBITDA,229000.0,-5940000.0,-17301000.0,-7521000.0,-7501000.0
EBIT,-3186000.0,-9610000.0,-22138000.0,-11799000.0,-11589000.0
Net Interest Income,720000.0,1640000.0,360000.0,394000.0,459000.0
Interest Expense,388000.0,,,,20000.0
Interest Income,1108000.0,1640000.0,360000.0,394000.0,479000.0
Normalized Income,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Net Income From Continuing And Discontinued Operation,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Total Expenses,65971000.0,61278000.0,69519000.0,67928000.0,63201000.0
Total Operating Income As Reported,-4236000.0,-9610000.0,-26429000.0,-11799000.0,-12690000.0
Diluted Average Shares,49581000.0,49093000.0,48557000.0,48133000.0,47658000.0
Basic Average Shares,49581000.0,49093000.0,48557000.0,48133000.0,47658000.0
Diluted EPS,-0.07,-0.16,-0.51,-0.21,-0.25
Basic EPS,-0.07,-0.16,-0.51,-0.21,-0.25
Diluted NI Availto Com Stockholders,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Net Income Common Stockholders,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Net Income,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Net Income Including Noncontrolling Interests,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Net Income Continuous Operations,-3591000.0,-8093000.0,-24962000.0,-10335000.0,-11729000.0
Tax Provision,17000.0,137000.0,-601000.0,261000.0,120000.0
Pretax Income,-3574000.0,-7956000.0,-25563000.0,-10074000.0,-11609000.0
Other Income Expense,-58000.0,14000.0,-3785000.0,1331000.0,622000.0
Other Non Operating Income Expenses,-58000.0,14000.0,506000.0,1331000.0,622000.0
Net Non Operating Interest Income Expense,720000.0,1640000.0,360000.0,394000.0,459000.0
Interest Expense Non Operating,388000.0,,,,20000.0
Interest Income Non Operating,1108000.0,1640000.0,360000.0,394000.0,479000.0
Operating Income,-4236000.0,-9610000.0,-22138000.0,-11799000.0,-12690000.0
Operating Expense,22693000.0,23409000.0,23269000.0,24349000.0,24540000.0
Research And Development,11012000.0,11374000.0,11384000.0,11328000.0,11736000.0
Selling General And Administration,11681000.0,12035000.0,11885000.0,13021000.0,12804000.0
Gross Profit,18457000.0,13799000.0,1131000.0,12550000.0,11850000.0
Cost Of Revenue,43278000.0,37869000.0,46250000.0,43579000.0,38661000.0
Total Revenue,61735000.0,51668000.0,47381000.0,56129000.0,50511000.0
Operating Revenue,61735000.0,51668000.0,47381000.0,56129000.0,50511000.0
