,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.033666,0.059722,0.21,0.086276,0.097312
Net Income From Continuing Operation Net Minority Interest,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Interest Income,111454000.0,105878000.0,106422000.0,103350000.0,102993000.0
Interest Expense,32519000.0,31168000.0,34018000.0,33474000.0,29161000.0
Interest Income,143973000.0,137046000.0,140440000.0,136824000.0,132154000.0
Normalized Income,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Income From Continuing And Discontinued Operation,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Diluted Average Shares,89258390.0,88711015.0,88406094.0,87459533.0,86194092.0
Basic Average Shares,89258390.0,88711015.0,88406094.0,87459533.0,86194092.0
Diluted EPS,1.37,1.31,1.97,1.42,1.19
Basic EPS,1.37,1.31,1.97,1.42,1.19
Diluted NI Availto Com Stockholders,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Income Common Stockholders,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Income,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Income Including Noncontrolling Interests,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Net Income Continuous Operations,122534000.0,116082000.0,174233000.0,124007000.0,102688000.0
Tax Provision,4269000.0,7373000.0,-3086000.0,11709000.0,11070000.0
Pretax Income,126803000.0,123455000.0,171147000.0,135716000.0,113758000.0
Gain On Sale Of Security,52420000.0,-29545000.0,28569000.0,26382000.0,3414000.0
Operating Expense,18120000.0,16068000.0,16069000.0,15754000.0,15693000.0
Selling General And Administration,27000.0,-250000.0,-1132000.0,-758000.0,-512000.0
General And Administrative Expense,27000.0,-250000.0,-1132000.0,-758000.0,-512000.0
Total Revenue,144923000.0,139523000.0,187216000.0,151470000.0,129451000.0
Operating Revenue,144923000.0,139523000.0,187216000.0,151470000.0,129451000.0
