,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.2,0.119993,0.2,0.2,0.2
Normalized EBITDA,-19110000.0,-18527000.0,-19031000.0,-29886000.0,-33091000.0
Net Income From Continuing Operation Net Minority Interest,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Reconciled Depreciation,6748000.0,6826000.0,6479000.0,6401000.0,6354000.0
Reconciled Cost Of Revenue,34336000.0,33634000.0,32605000.0,24983000.0,21313000.0
EBITDA,-19110000.0,-18527000.0,-19031000.0,-29886000.0,-33091000.0
EBIT,-25858000.0,-25353000.0,-25510000.0,-36287000.0,-39445000.0
Normalized Income,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Net Income From Continuing And Discontinued Operation,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Total Expenses,111730000.0,109368000.0,108163000.0,100011000.0,93918000.0
Total Operating Income As Reported,-25858000.0,-25353000.0,-25510000.0,-36287000.0,-39445000.0
Diluted Average Shares,42219972.0,41828944.0,41479459.0,41129754.0,40774991.0
Basic Average Shares,42219972.0,41828944.0,41479459.0,41129754.0,40774991.0
Diluted EPS,-0.58,-0.48,-0.58,-0.85,-0.93
Basic EPS,-0.58,-0.48,-0.58,-0.85,-0.93
Diluted NI Availto Com Stockholders,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Net Income Common Stockholders,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Net Income,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Net Income Including Noncontrolling Interests,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Net Income Continuous Operations,-24328000.0,-20234000.0,-24071000.0,-34889000.0,-37932000.0
Tax Provision,645000.0,-2759000.0,652000.0,747000.0,758000.0
Pretax Income,-23683000.0,-22993000.0,-23419000.0,-34142000.0,-37174000.0
Other Income Expense,2175000.0,2360000.0,2091000.0,2145000.0,2271000.0
Other Non Operating Income Expenses,2175000.0,2360000.0,2091000.0,2145000.0,2271000.0
Operating Income,-25858000.0,-25353000.0,-25510000.0,-36287000.0,-39445000.0
Operating Expense,77394000.0,75734000.0,75558000.0,75028000.0,72605000.0
Research And Development,58819000.0,56823000.0,58389000.0,56760000.0,54137000.0
Selling General And Administration,18575000.0,18911000.0,17169000.0,18268000.0,18468000.0
Gross Profit,51536000.0,50381000.0,50048000.0,38741000.0,33160000.0
Cost Of Revenue,34336000.0,33634000.0,32605000.0,24983000.0,21313000.0
Total Revenue,85872000.0,84015000.0,82653000.0,63724000.0,54473000.0
Operating Revenue,85872000.0,84015000.0,82653000.0,63724000.0,54473000.0
