quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,3.28,1.405,1.87,1.3345
2025-03-31,0.63,0.08926,0.54,6.058
2024-12-31,0.8,0.57891,0.22,0.38189998
2024-09-30,0.7,0.06417,0.64,9.9085
