quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-1.6,-0.9993,-0.6,-0.6011
2025-03-31,-1.3,-1.35,0.05,0.037
2024-12-31,-1.3,-1.3,0.0,0.0
2024-09-30,-1.3,-0.9885,-0.31,-0.3151
