,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,82013.097277,1430.468799,13650.0,278.125719,-307.920537,
Tax Rate For Calcs,0.002622,0.004158,0.21,0.001091,0.002333,
Normalized EBITDA,345823000.0,350069000.0,340043000.0,338006000.0,314645000.0,
Total Unusual Items,31275000.0,344000.0,65000.0,255000.0,-132000.0,
Total Unusual Items Excluding Goodwill,31275000.0,344000.0,65000.0,255000.0,-132000.0,
Net Income From Continuing Operation Net Minority Interest,162986000.0,132817000.0,166038000.0,135983000.0,119738000.0,
Reconciled Depreciation,156323000.0,158453000.0,156130000.0,144688000.0,148148000.0,
Reconciled Cost Of Revenue,161870000.0,163648000.0,168104000.0,157979000.0,158157000.0,
EBITDA,377098000.0,350413000.0,340108000.0,338261000.0,314513000.0,
EBIT,220775000.0,191960000.0,183978000.0,193573000.0,166365000.0,
Net Interest Income,-69142000.0,-69108000.0,-83684000.0,-76216000.0,-73341000.0,
Interest Expense,81204000.0,80377000.0,83684000.0,76216000.0,73341000.0,
Normalized Income,131793013.097277,132474430.468799,165986650.0,135728278.125719,119869692.079463,
Net Income From Continuing And Discontinued Operation,162986000.0,132817000.0,166038000.0,135983000.0,119738000.0,
Total Expenses,350640000.0,356493000.0,359136000.0,336517000.0,339395000.0,
Rent Expense Supplemental,4242000.0,4184000.0,4093000.0,4239000.0,4226000.0,
Total Operating Income As Reported,205812000.0,180484000.0,166392000.0,171291000.0,160710000.0,
Diluted Average Shares,,677299000.0,674531000.0,671577000.0,671384000.0,670118000.0
Basic Average Shares,,677074000.0,673676000.0,671231000.0,671198000.0,670118000.0
Diluted EPS,,0.18,0.23,0.19,0.17,-0.03
Basic EPS,,0.18,0.23,0.19,0.17,-0.03
Diluted NI Availto Com Stockholders,154817000.0,125134000.0,150378000.0,128022000.0,111077000.0,
Average Dilution Earnings,9000.0,,,,0.0,
Net Income Common Stockholders,154808000.0,125134000.0,150378000.0,128022000.0,111077000.0,
Otherunder Preferred Stock Dividend,622000.0,,,,700000.0,
Preferred Stock Dividends,7556000.0,7683000.0,7899000.0,7961000.0,7961000.0,
Net Income,162986000.0,132817000.0,166038000.0,135983000.0,119738000.0,
Minority Interests,-1956000.0,-1686000.0,-1961000.0,-2443000.0,-2314000.0,
Net Income Including Noncontrolling Interests,164942000.0,134503000.0,167999000.0,138426000.0,122052000.0,
Net Income Continuous Operations,164942000.0,134503000.0,167999000.0,138426000.0,122052000.0,
Earnings From Equity Interest Net Of Tax,25737000.0,23384000.0,20767000.0,21197000.0,29245000.0,
Tax Provision,366000.0,464000.0,-46938000.0,128000.0,217000.0,
Pretax Income,139571000.0,111583000.0,100294000.0,117357000.0,93024000.0,
Other Income Expense,34178000.0,560000.0,17717000.0,22458000.0,5529000.0,
Other Non Operating Income Expenses,2903000.0,216000.0,17652000.0,22203000.0,5661000.0,
Special Income Charges,-7645000.0,-534000.0,-199000.0,-375000.0,-201000.0,
Impairment Of Capital Assets,7645000.0,534000.0,199000.0,375000.0,201000.0,
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,
Gain On Sale Of Security,38920000.0,878000.0,264000.0,630000.0,69000.0,
Net Non Operating Interest Income Expense,-69142000.0,-69108000.0,-83684000.0,-76216000.0,-73341000.0,
Total Other Finance Cost,-12062000.0,-11269000.0,,,,-2519000.0
Interest Expense Non Operating,81204000.0,80377000.0,83684000.0,76216000.0,73341000.0,
Operating Income,174535000.0,180131000.0,166261000.0,171115000.0,160836000.0,
Operating Expense,188770000.0,192845000.0,191032000.0,178538000.0,181238000.0,
Depreciation Amortization Depletion Income Statement,156323000.0,158453000.0,156130000.0,144688000.0,148148000.0,
Depreciation And Amortization In Income Statement,156323000.0,158453000.0,156130000.0,144688000.0,148148000.0,
Selling General And Administration,32447000.0,34392000.0,34902000.0,33850000.0,33090000.0,
General And Administrative Expense,32447000.0,34392000.0,34902000.0,33850000.0,33090000.0,
Other Gand A,32447000.0,34392000.0,34902000.0,33850000.0,33090000.0,
Gross Profit,363305000.0,372976000.0,357293000.0,349653000.0,342074000.0,
Cost Of Revenue,161870000.0,163648000.0,168104000.0,157979000.0,158157000.0,
Total Revenue,525175000.0,536624000.0,525397000.0,507632000.0,500231000.0,
Operating Revenue,525175000.0,536624000.0,525397000.0,507632000.0,500231000.0,
