GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-18 19:41:44,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-07-18 17:23:45,JMP Securities,Market Outperform,Market Outperform,reit
2024-07-18 15:45:42,Barclays,Equal-Weight,Equal-Weight,main
2024-07-18 14:43:03,Goldman Sachs,Buy,Buy,main
2024-07-18 14:30:22,RBC Capital,Sector Perform,Sector Perform,main
2024-07-18 13:22:58,BMO Capital,Market Perform,Market Perform,main
2024-07-18 09:12:12,B of A Securities,Neutral,Neutral,main
2024-07-16 15:05:04,JMP Securities,Market Outperform,Market Outperform,main
2024-07-16 12:27:03,Compass Point,Buy,,init
2024-07-09 16:19:21,Jefferies,Buy,Buy,main
2024-07-09 14:43:34,Barclays,Equal-Weight,Equal-Weight,main
2024-07-09 12:46:36,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-07-08 19:17:00,JP Morgan,Neutral,Neutral,main
2024-06-28 09:08:35,Baird,Outperform,,init
2024-06-12 17:15:42,Morgan Stanley,Underweight,Underweight,main
2024-06-11 15:24:48,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-06-07 11:23:57,BTIG,Buy,,init
2024-05-02 11:23:07,"Keefe, Bruyette & Woods",Outperform,Market Perform,up
2024-04-25 17:55:04,TD Cowen,Buy,Buy,main
2024-04-25 17:23:47,JP Morgan,Neutral,Neutral,main
2024-04-25 16:52:33,B of A Securities,Neutral,Neutral,main
2024-04-25 16:31:13,BMO Capital,Market Perform,Market Perform,main
2024-04-10 16:09:15,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-04-09 12:02:59,Barclays,Equal-Weight,Equal-Weight,main
2024-04-04 09:08:35,Wolfe Research,Outperform,Underperform,up
2024-04-03 11:31:57,JP Morgan,Neutral,Neutral,main
2024-03-28 14:36:49,Evercore ISI Group,Outperform,Outperform,main
2024-03-11 11:13:19,JMP Securities,Outperform,Outperform,main
2024-03-06 17:58:21,B of A Securities,Neutral,Neutral,main
2024-03-06 14:01:54,Oppenheimer,Perform,Perform,main
2024-01-24 20:41:50,Stephens & Co.,Equal-Weight,Equal-Weight,main
2024-01-24 20:13:35,Morgan Stanley,Underweight,Underweight,main
2024-01-24 15:37:50,Piper Sandler,Overweight,Overweight,main
2024-01-16 11:51:19,Citigroup,Buy,Buy,main
2024-01-12 12:23:53,JMP Securities,Market Outperform,Market Outperform,main
2024-01-10 12:09:38,Deutsche Bank,Buy,,init
2024-01-10 09:59:44,BMO Capital,Market Perform,Outperform,down
2023-12-18 14:02:43,Goldman Sachs,Buy,Buy,main
2023-12-13 11:58:40,Morgan Stanley,Underweight,Underweight,main
2023-11-28 17:31:26,JMP Securities,Market Outperform,Market Outperform,reit
2023-11-01 09:19:27,TD Cowen,Outperform,,init
2023-10-25 19:14:09,Piper Sandler,Overweight,Overweight,main
2023-10-25 15:23:52,JMP Securities,Market Outperform,Market Outperform,main
2023-10-25 12:59:08,Morgan Stanley,Underweight,Underweight,main
2023-10-24 21:43:50,BMO Capital,Outperform,Outperform,main
2023-10-17 17:34:49,JP Morgan,Neutral,Neutral,main
2023-10-16 13:32:59,JMP Securities,Market Outperform,Market Outperform,main
2023-10-13 10:50:10,HSBC,Hold,,init
2023-10-06 15:19:28,Citigroup,Buy,Buy,main
2023-10-03 15:30:29,Morgan Stanley,Underweight,Underweight,main
2023-09-05 10:00:08,RBC Capital,Sector Perform,Outperform,down
2023-07-19 15:32:50,UBS,Neutral,Neutral,main
2023-07-18 21:41:22,BMO Capital,Outperform,Outperform,main
2023-07-14 12:35:24,JMP Securities,Market Outperform,Market Outperform,reit
2023-07-14 12:12:47,Oppenheimer,Perform,Outperform,down
2023-07-13 14:02:24,Morgan Stanley,Underweight,Underweight,main
2023-07-10 14:29:50,Citigroup,Buy,Buy,reit
2023-06-13 15:57:28,B of A Securities,Neutral,Neutral,main
2023-06-02 10:34:30,Citigroup,Buy,Buy,main
2023-05-18 12:01:44,Credit Suisse,Outperform,Outperform,main
2023-04-26 11:45:41,Credit Suisse,Outperform,,main
2023-04-20 13:39:03,BMO Capital,Outperform,,main
2023-04-20 09:45:49,Citigroup,Buy,,main
2023-04-19 13:18:33,Barclays,Equal-Weight,Equal-Weight,main
2023-04-17 10:01:21,JP Morgan,Neutral,,main
2023-04-05 13:47:06,Morgan Stanley,Underweight,,main
2023-04-05 11:55:43,Goldman Sachs,Buy,,main
2023-03-31 11:47:12,Wells Fargo,Equal-Weight,,main
2023-03-17 10:50:25,Oppenheimer,Outperform,Perform,up
2023-03-17 08:52:40,"Keefe, Bruyette & Woods",Market Perform,Market Outperform,down
2023-02-14 21:25:17,Credit Suisse,Outperform,Outperform,main
2023-01-24 14:30:14,Morgan Stanley,Underweight,,main
2023-01-24 12:35:31,Credit Suisse,Outperform,,main
2023-01-24 12:26:50,BMO Capital,Outperform,,main
2023-01-24 12:22:39,JMP Securities,Market Outperform,,main
2023-01-24 11:49:09,Citigroup,Buy,,main
2023-01-06 12:12:10,Barclays,Equal-Weight,Overweight,down
2022-12-15 13:22:21,Wells Fargo,Equal-Weight,,main
2022-12-13 12:05:15,B of A Securities,Neutral,Buy,down
2022-12-01 11:24:34,Morgan Stanley,Underweight,Equal-Weight,down
2022-11-21 15:18:01,UBS,Neutral,,init
2022-10-26 14:28:20,Citigroup,Buy,,main
2022-10-26 13:32:44,Goldman Sachs,Buy,,main
2022-10-26 11:39:39,Credit Suisse,Outperform,,main
2022-10-13 11:56:57,Citigroup,Buy,,main
2022-10-13 11:21:20,Barclays,Overweight,,main
2022-10-07 11:36:26,JMP Securities,Market Outperform,,main
2022-10-05 12:12:04,Morgan Stanley,Equal-Weight,,main
2022-09-26 12:58:50,Piper Sandler,Overweight,,main
2022-07-19 15:10:14,Morgan Stanley,Equal-Weight,,main
2022-07-19 14:24:17,Stephens & Co.,Equal-Weight,,main
2022-07-19 12:14:08,Credit Suisse,Outperform,,main
2022-07-15 13:33:51,JMP Securities,Market Outperform,,main
2022-07-13 11:14:42,Wells Fargo,Equal-Weight,Overweight,down
2022-07-12 12:03:29,Morgan Stanley,Equal-Weight,,main
2022-07-11 12:46:15,Barclays,Overweight,,main
2022-06-29 11:33:04,Piper Sandler,Overweight,,main
2022-05-12 10:29:44,Wolfe Research,Underperform,Peer Perform,down
2022-04-19 14:21:34,Goldman Sachs,Buy,,main
2022-04-19 10:58:53,BMO Capital,Outperform,,main
2022-04-19 10:51:45,Stephens & Co.,Equal-Weight,,main
2022-04-06 11:33:38,Wells Fargo,Overweight,,main
2022-04-06 09:00:38,Piper Sandler,Overweight,Neutral,up
2022-04-04 12:10:07,Goldman Sachs,Buy,,main
2022-03-28 10:29:22,Morgan Stanley,Equal-Weight,Overweight,down
2022-03-17 11:05:40,Wolfe Research,Peer Perform,Outperform,down
2022-01-31 22:37:27,BMO Capital,Outperform,Outperform,main
2022-01-31 21:21:21,Credit Suisse,Outperform,Outperform,main
2022-01-31 14:49:02,Morgan Stanley,Overweight,,main
2022-01-31 11:37:44,JMP Securities,Market Outperform,Market Outperform,main
2022-01-13 14:33:02,Credit Suisse,Outperform,Outperform,main
2022-01-07 14:00:11,Barclays,Overweight,Overweight,main
2022-01-03 15:15:34,Stephens & Co.,Equal-Weight,Overweight,down
2021-12-06 15:36:10,Morgan Stanley,Overweight,,main
2021-11-29 10:15:11,Piper Sandler,Neutral,,init
2021-10-29 10:50:34,Citigroup,Buy,Neutral,up
2021-10-20 12:46:57,JP Morgan,Neutral,Overweight,down
2021-10-20 12:02:10,BMO Capital,Outperform,,main
2021-10-20 10:35:04,JMP Securities,Market Outperform,Market Outperform,main
2021-09-10 11:06:46,Credit Suisse,Outperform,,main
2021-08-30 10:46:41,Seaport Global,Buy,,init
2021-07-29 14:27:56,Morgan Stanley,Overweight,,main
2021-07-20 21:35:13,BMO Capital,Outperform,Outperform,main
2021-07-19 13:34:47,JMP Securities,Market Outperform,,main
2021-07-12 11:57:16,Wells Fargo,Overweight,,main
2021-07-09 11:35:53,Barclays,Overweight,,main
2021-07-02 11:37:51,Credit Suisse,Outperform,,main
2021-05-10 14:21:58,Morgan Stanley,Overweight,,main
2021-04-28 13:27:46,Morgan Stanley,Overweight,,main
2021-04-14 11:55:05,Oppenheimer,Perform,Outperform,down
2021-04-09 10:47:29,Evercore ISI Group,Outperform,,init
2021-04-01 13:26:31,Morgan Stanley,Overweight,,main
2021-03-15 10:58:57,Wells Fargo,Overweight,,main
2021-02-01 15:34:20,Deutsche Bank,Buy,,main
2021-02-01 13:46:45,Morgan Stanley,Overweight,,main
2021-01-19 12:33:20,JP Morgan,Overweight,Neutral,up
2020-12-10 12:41:13,Barclays,Overweight,Equal-Weight,up
2020-11-30 11:36:18,Morgan Stanley,Overweight,Equal-Weight,up
2020-10-13 12:54:00,Barclays,Equal-Weight,Equal-Weight,main
2020-10-05 15:02:13,Morgan Stanley,Equal-Weight,,main
2020-10-01 13:31:13,Credit Suisse,Outperform,Outperform,main
2020-09-16 11:53:18,Morgan Stanley,Equal-Weight,,main
2020-09-10 15:57:53,Deutsche Bank,Buy,,init
2020-09-01 13:28:57,Credit Suisse,Outperform,Outperform,main
2020-07-22 12:31:46,Morgan Stanley,Equal-Weight,,main
2020-07-22 11:17:59,Barclays,Equal-Weight,,main
2020-07-15 12:52:12,JP Morgan,Neutral,Overweight,down
2020-07-13 12:50:09,Barclays,Equal-Weight,Equal-Weight,main
2020-07-08 11:17:09,Citigroup,Neutral,,main
2020-06-25 13:24:33,Morgan Stanley,Equal-Weight,,main
2020-06-23 13:26:29,Credit Suisse,Outperform,Outperform,main
2020-06-22 14:50:09,UBS,Neutral,,main
2020-06-17 10:53:49,JMP Securities,Market Outperform,,main
2020-04-22 16:40:06,JMP Securities,Market Outperform,,main
2020-04-22 16:01:46,BMO Capital,Outperform,,main
2020-04-22 12:57:28,Morgan Stanley,Equal-Weight,,main
2020-04-14 12:02:36,Nomura,Neutral,,main
2020-04-08 12:14:09,Wells Fargo,Overweight,,main
2020-04-03 16:12:20,CFRA,Strong Sell,Sell,down
2020-01-27 22:33:13,BMO Capital,Outperform,Outperform,main
2020-01-27 14:23:41,Credit Suisse,Outperform,Outperform,main
2020-01-27 14:01:02,Nomura,Neutral,,main
2020-01-27 11:30:30,Stephens & Co.,Overweight,Equal-Weight,up
2020-01-27 11:28:38,JMP Securities,Market Outperform,Market Outperform,main
2019-12-05 11:26:45,Nomura,Neutral,Buy,down
2019-09-11 10:50:14,Nomura,Buy,,main
2019-04-22 13:59:39,Morgan Stanley,Equal-Weight,Equal-Weight,main
2019-02-14 11:45:59,Goldman Sachs,Buy,Neutral,up
2019-01-30 12:08:03,B of A Securities,Buy,Neutral,up
2019-01-24 12:29:36,Oppenheimer,Outperform,Perform,up
2019-01-03 13:39:55,Stephens & Co.,Equal-Weight,Underweight,up
2018-11-05 17:52:14,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-11-01 14:21:18,Citigroup,Neutral,Neutral,main
2018-10-22 15:11:14,BMO Capital,Outperform,Outperform,main
2018-09-26 16:24:49,B of A Securities,Neutral,Buy,down
2018-08-03 12:16:34,UBS,Neutral,Sell,up
2018-07-30 11:25:59,BMO Capital,Outperform,Outperform,main
