,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,3432835.820896,2237388.724036,-22395220.588235,9616755.793226,-302631.578947,,
Tax Rate For Calcs,0.171642,0.172107,0.170956,0.14795,0.151316,,
Normalized EBITDA,1397000000.0,1546000000.0,1543000000.0,1331000000.0,1285000000.0,,
Total Unusual Items,20000000.0,13000000.0,-131000000.0,65000000.0,-2000000.0,,
Total Unusual Items Excluding Goodwill,20000000.0,13000000.0,-131000000.0,65000000.0,-2000000.0,,
Net Income From Continuing Operation Net Minority Interest,404000000.0,520000000.0,415000000.0,439000000.0,349000000.0,,
Reconciled Depreciation,512000000.0,515000000.0,500000000.0,480000000.0,480000000.0,,
Reconciled Cost Of Revenue,714000000.0,1040000000.0,790000000.0,737000000.0,713000000.0,,
EBITDA,1417000000.0,1559000000.0,1412000000.0,1396000000.0,1283000000.0,,
EBIT,905000000.0,1044000000.0,912000000.0,916000000.0,803000000.0,,
Net Interest Income,-359000000.0,-358000000.0,-353000000.0,-338000000.0,-331000000.0,,
Interest Expense,369000000.0,370000000.0,368000000.0,355000000.0,347000000.0,,
Interest Income,10000000.0,12000000.0,15000000.0,17000000.0,16000000.0,,
Normalized Income,387432835.820896,509237388.724036,523604779.411765,383616755.793226,350697368.421053,,
Net Income From Continuing And Discontinued Operation,404000000.0,520000000.0,415000000.0,439000000.0,349000000.0,,
Total Expenses,2015000000.0,2385000000.0,2085000000.0,1957000000.0,1932000000.0,,
Total Operating Income As Reported,800000000.0,953000000.0,864000000.0,814000000.0,738000000.0,,
Diluted Average Shares,,500600000.0,,496400000.0,494200000.0,491800000.0,
Basic Average Shares,,500300000.0,,496200000.0,494000000.0,491600000.0,
Diluted EPS,,1.0,,0.85,0.67,0.93,
Basic EPS,,1.0,,0.85,0.67,0.93,
Diluted NI Availto Com Stockholders,384000000.0,499000000.0,396000000.0,420000000.0,331000000.0,,
Average Dilution Earnings,0.0,0.0,0.0,0.0,0.0,,
Net Income Common Stockholders,384000000.0,499000000.0,396000000.0,420000000.0,331000000.0,,
Preferred Stock Dividends,20000000.0,21000000.0,19000000.0,19000000.0,18000000.0,,
Net Income,404000000.0,520000000.0,415000000.0,439000000.0,349000000.0,,
Minority Interests,-40000000.0,-38000000.0,-36000000.0,-39000000.0,-38000000.0,,
Net Income Including Noncontrolling Interests,444000000.0,558000000.0,451000000.0,478000000.0,387000000.0,,
Net Income Continuous Operations,444000000.0,558000000.0,451000000.0,478000000.0,387000000.0,,
Tax Provision,92000000.0,116000000.0,93000000.0,83000000.0,69000000.0,,
Pretax Income,536000000.0,674000000.0,544000000.0,561000000.0,456000000.0,,
Other Income Expense,95000000.0,79000000.0,33000000.0,85000000.0,49000000.0,,
Other Non Operating Income Expenses,75000000.0,60000000.0,155000000.0,19000000.0,51000000.0,,
Special Income Charges,,,-99000000.0,37000000.0,,30000000.0,-48000000.0
Other Special Charges,,,,-37000000.0,,-30000000.0,-30000000.0
Earnings From Equity Interest,,6000000.0,9000000.0,1000000.0,,5000000.0,
Gain On Sale Of Security,20000000.0,13000000.0,-32000000.0,28000000.0,-2000000.0,,
Net Non Operating Interest Income Expense,-359000000.0,-358000000.0,-353000000.0,-338000000.0,-331000000.0,,
Interest Expense Non Operating,369000000.0,370000000.0,368000000.0,355000000.0,347000000.0,,
Interest Income Non Operating,10000000.0,12000000.0,15000000.0,17000000.0,16000000.0,,
Operating Income,800000000.0,953000000.0,864000000.0,814000000.0,738000000.0,,
Operating Expense,1301000000.0,1345000000.0,1295000000.0,1220000000.0,1219000000.0,,
Other Operating Expenses,789000000.0,830000000.0,795000000.0,740000000.0,739000000.0,,
Depreciation Amortization Depletion Income Statement,512000000.0,515000000.0,500000000.0,480000000.0,480000000.0,,
Depreciation And Amortization In Income Statement,512000000.0,515000000.0,500000000.0,480000000.0,480000000.0,,
Gross Profit,2101000000.0,2298000000.0,2159000000.0,2034000000.0,1957000000.0,,
Cost Of Revenue,714000000.0,1040000000.0,790000000.0,737000000.0,713000000.0,,
Total Revenue,2815000000.0,3338000000.0,2949000000.0,2771000000.0,2670000000.0,,
Operating Revenue,2815000000.0,3338000000.0,2684000000.0,2771000000.0,2670000000.0,,
