,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.075581,0.24,0.24,0.208791,0.236338
Normalized EBITDA,4502000.0,7920000.0,4100000.0,16001676.0,4915000.0
Net Income From Continuing Operation Net Minority Interest,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Reconciled Depreciation,1526000.0,1478000.0,1465000.0,1335591.0,1281000.0
Reconciled Cost Of Revenue,29602000.0,32798000.0,27560000.0,25538712.0,30881000.0
EBITDA,4502000.0,7920000.0,4100000.0,16001676.0,4915000.0
EBIT,2976000.0,6442000.0,2635000.0,14666085.0,3634000.0
Net Interest Income,-535000.0,-539000.0,-443000.0,-460164.0,-784000.0
Interest Expense,568000.0,578000.0,476000.0,501481.0,816000.0
Interest Income,33000.0,39000.0,33000.0,41317.0,32000.0
Normalized Income,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Net Income From Continuing And Discontinued Operation,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Total Expenses,45240000.0,49050000.0,42398000.0,39849330.0,46727000.0
Total Operating Income As Reported,2926000.0,6375000.0,2558000.0,2092617.0,3657000.0
Diluted Average Shares,4104000.0,4088000.0,4213000.0,3909000.0,3721000.0
Basic Average Shares,3726000.0,3679000.0,3650000.0,3610000.0,3578000.0
Diluted EPS,0.54,1.09,0.39,2.87,0.58
Basic EPS,0.6,1.21,0.45,3.1,0.6
Diluted NI Availto Com Stockholders,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Net Income Common Stockholders,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Net Income,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Net Income Including Noncontrolling Interests,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Net Income Continuous Operations,2226000.0,4452000.0,1636000.0,11207160.0,2152000.0
Tax Provision,182000.0,1412000.0,523000.0,2957444.0,666000.0
Pretax Income,2408000.0,5864000.0,2159000.0,14164604.0,2818000.0
Other Income Expense,17000.0,28000.0,44000.0,12532151.0,-55000.0
Other Non Operating Income Expenses,17000.0,28000.0,44000.0,-32002.0,-55000.0
Net Non Operating Interest Income Expense,-535000.0,-539000.0,-443000.0,-460164.0,-784000.0
Interest Expense Non Operating,568000.0,578000.0,476000.0,501481.0,816000.0
Interest Income Non Operating,33000.0,39000.0,33000.0,41317.0,32000.0
Operating Income,2926000.0,6375000.0,2558000.0,2092617.0,3657000.0
Operating Expense,15638000.0,16252000.0,14838000.0,14310618.0,15846000.0
Selling General And Administration,15638000.0,16252000.0,14838000.0,14310618.0,15846000.0
Gross Profit,18564000.0,22627000.0,17396000.0,16403235.0,19503000.0
Cost Of Revenue,29602000.0,32798000.0,27560000.0,25538712.0,30881000.0
Total Revenue,48166000.0,55425000.0,44956000.0,41941947.0,50384000.0
Operating Revenue,48166000.0,55425000.0,44956000.0,41941947.0,50384000.0
