,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.104,0.076923,0.028,0.178,0.325
Normalized EBITDA,235000000.0,309000000.0,282000000.0,354000000.0,231000000.0
Net Income From Continuing Operation Net Minority Interest,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Reconciled Depreciation,175000000.0,183000000.0,184000000.0,188000000.0,188000000.0
Reconciled Cost Of Revenue,1834000000.0,3473000000.0,2137000000.0,2128000000.0,1923000000.0
EBITDA,235000000.0,309000000.0,282000000.0,354000000.0,231000000.0
EBIT,60000000.0,126000000.0,98000000.0,166000000.0,43000000.0
Net Interest Income,-76000000.0,-74000000.0,-76000000.0,-86000000.0,-83000000.0
Interest Expense,76000000.0,74000000.0,76000000.0,86000000.0,83000000.0
Normalized Income,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Net Income From Continuing And Discontinued Operation,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Total Expenses,3173000000.0,5195000000.0,3612000000.0,3566000000.0,3339000000.0
Total Operating Income As Reported,60000000.0,126000000.0,98000000.0,166000000.0,43000000.0
Diluted Average Shares,111000000.0,112000000.0,112000000.0,112000000.0,111000000.0
Basic Average Shares,111000000.0,111000000.0,111000000.0,111000000.0,111000000.0
Diluted EPS,-0.13,0.43,0.2,0.59,-0.24
Basic EPS,-0.13,0.43,0.2,0.59,-0.24
Diluted NI Availto Com Stockholders,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Net Income Common Stockholders,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Net Income,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Net Income Including Noncontrolling Interests,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Net Income Continuous Operations,-15000000.0,48000000.0,22000000.0,66000000.0,-27000000.0
Tax Provision,-1000000.0,4000000.0,0.0,14000000.0,-13000000.0
Pretax Income,-16000000.0,52000000.0,22000000.0,80000000.0,-40000000.0
Net Non Operating Interest Income Expense,-76000000.0,-74000000.0,-76000000.0,-86000000.0,-83000000.0
Interest Expense Non Operating,76000000.0,74000000.0,76000000.0,86000000.0,83000000.0
Operating Income,60000000.0,202000000.0,98000000.0,166000000.0,43000000.0
Operating Expense,1339000000.0,1722000000.0,1475000000.0,1438000000.0,1416000000.0
Depreciation Amortization Depletion Income Statement,175000000.0,183000000.0,184000000.0,188000000.0,188000000.0
Depreciation And Amortization In Income Statement,175000000.0,183000000.0,184000000.0,188000000.0,188000000.0
Selling General And Administration,1164000000.0,1539000000.0,1291000000.0,1250000000.0,1228000000.0
Gross Profit,1399000000.0,1924000000.0,1573000000.0,1604000000.0,1459000000.0
Cost Of Revenue,1834000000.0,3473000000.0,2137000000.0,2128000000.0,1923000000.0
Total Revenue,3233000000.0,5397000000.0,3710000000.0,3732000000.0,3382000000.0
Operating Revenue,3049000000.0,5175000000.0,3507000000.0,3525000000.0,3178000000.0
