,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.00578,0.086057,0.088823,0.033324,0.066364
Net Income From Continuing Operation Net Minority Interest,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Interest Income,28410000.0,26955000.0,28616000.0,28796000.0,28222000.0
Interest Expense,7045000.0,6183000.0,5739000.0,5509000.0,5563000.0
Interest Income,35455000.0,33138000.0,34355000.0,34305000.0,33785000.0
Normalized Income,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Income From Continuing And Discontinued Operation,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Diluted Average Shares,35156663.0,34077720.0,33914652.0,33380480.0,32245714.0
Basic Average Shares,35156663.0,34077720.0,33914652.0,33380480.0,32245714.0
Diluted EPS,0.72,0.58,0.52,0.49,0.75
Basic EPS,0.72,0.58,0.52,0.49,0.75
Diluted NI Availto Com Stockholders,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Income Common Stockholders,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Income,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Income Including Noncontrolling Interests,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Net Income Continuous Operations,25284000.0,19658000.0,17593000.0,16477000.0,24099000.0
Tax Provision,147000.0,1851000.0,1715000.0,568000.0,1713000.0
Pretax Income,25431000.0,21509000.0,19308000.0,17045000.0,25812000.0
Gain On Sale Of Security,-7568000.0,13330000.0,-576000.0,-366000.0,10784000.0
Operating Expense,3013000.0,2538000.0,2177000.0,1974000.0,2335000.0
Other Operating Expenses,740000.0,782000.0,495000.0,453000.0,432000.0
Selling General And Administration,2273000.0,1756000.0,1682000.0,1521000.0,1903000.0
General And Administrative Expense,2273000.0,1756000.0,1682000.0,1521000.0,1903000.0
Total Revenue,28444000.0,24047000.0,21485000.0,19019000.0,28147000.0
Operating Revenue,28444000.0,24047000.0,21485000.0,19019000.0,28147000.0
