GradeDate,Firm,ToGrade,FromGrade,Action
2024-01-08 14:52:52,B. Riley Securities,Neutral,Buy,down
2023-03-06 13:38:28,B. Riley Securities,Buy,,main
2023-03-06 12:49:33,"Keefe, Bruyette & Woods",Market Perform,,main
2022-07-11 14:22:53,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2022-03-07 15:36:14,B. Riley Securities,Buy,,main
2022-03-07 09:42:37,Raymond James,Outperform,,main
2021-08-09 08:51:29,Raymond James,Outperform,,main
2021-03-01 12:13:50,Raymond James,Outperform,,main
2020-11-18 12:29:21,Raymond James,Outperform,,main
2020-11-02 14:26:51,Oppenheimer,Outperform,,main
2020-08-10 11:46:24,Ladenburg Thalmann,Buy,Neutral,up
2020-05-04 11:13:15,B. Riley Securities,Neutral,,main
2020-04-13 13:11:33,Oppenheimer,Outperform,,main
2020-03-24 11:34:08,B. Riley Securities,Neutral,Buy,down
2020-01-13 18:17:49,B. Riley Securities,Buy,,main
2019-10-23 11:45:20,National Securities Corporation,Neutral,,init
2019-10-11 10:55:45,Raymond James,Outperform,Strong Buy,down
2019-08-05 11:16:40,Ladenburg Thalmann,Neutral,Buy,down
2019-06-21 11:29:20,B. Riley Securities,Buy,,init
2017-01-10 11:08:31,"Keefe, Bruyette & Woods",Market Perform,,init
2017-01-09 13:03:47,Baird,Neutral,Outperform,down
2016-09-23 10:12:08,DA Davidson,Buy,,init
2016-01-15 14:10:23,Janney Montgomery Scott,Neutral,,init
2015-03-10 13:00:00,Oppenheimer,Outperform,,main
2014-12-10 05:00:00,Oppenheimer,Outperform,Market Perform,up
2014-03-28 11:16:06,Raymond James,Strong Buy,Outperform,up
2014-03-10 12:00:00,Raymond James,Outperform,Strong Buy,down
2013-12-16 21:00:00,Raymond James,Strong Buy,Outperform,up
2013-03-11 11:31:35,Oppenheimer,Outperform,,main
2012-08-03 18:57:00,Oppenheimer,Outperform,,main
