,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.083206,0.21
Net Income From Continuing Operation Net Minority Interest,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Net Interest Income,9940000.0,10087000.0,9862000.0,9020000.0,9463000.0
Interest Expense,25154000.0,22780000.0,22007000.0,18424000.0,16439000.0
Interest Income,35094000.0,32867000.0,31869000.0,27444000.0,25902000.0
Normalized Income,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Net Income From Continuing And Discontinued Operation,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Diluted Average Shares,23787823.0,23644598.0,23517745.0,24079247.0,24810021.0
Basic Average Shares,23524735.0,23396151.0,23390029.0,23757039.0,24810021.0
Diluted EPS,0.03,0.87,-0.65,1.29,-0.01
Basic EPS,0.03,0.88,-0.65,1.31,-0.01
Diluted NI Availto Com Stockholders,767000.0,20531000.0,-15096000.0,31166000.0,-273000.0
Net Income Common Stockholders,767000.0,20531000.0,-15096000.0,31166000.0,-273000.0
Preferred Stock Dividends,,,40000.0,38000.0,
Net Income,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Net Income Including Noncontrolling Interests,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Net Income Continuous Operations,767000.0,20531000.0,-15056000.0,31204000.0,-273000.0
Tax Provision,0.0,0.0,0.0,2832000.0,142000.0
Pretax Income,767000.0,20531000.0,-15056000.0,34036000.0,-131000.0
Gain On Sale Of Security,-9596000.0,-4039000.0,5600000.0,-4180000.0,3103000.0
Selling General And Administration,296000.0,237000.0,177000.0,604000.0,630000.0
General And Administrative Expense,296000.0,237000.0,177000.0,604000.0,630000.0
Salaries And Wages,296000.0,237000.0,177000.0,604000.0,630000.0
Total Revenue,5865000.0,23530000.0,-9592000.0,37857000.0,5351000.0
Operating Revenue,5865000.0,23530000.0,-9592000.0,37857000.0,5351000.0
Other Non Interest Expense,4802000.0,2762000.0,5287000.0,3217000.0,4852000.0
