GradeDate,Firm,ToGrade,FromGrade,Action
2024-01-08 15:51:11,B of A Securities,Neutral,Buy,down
2023-12-22 13:39:35,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-12-08 12:02:01,Wells Fargo,Equal-Weight,Overweight,down
2023-11-13 14:57:21,Wells Fargo,Overweight,Overweight,main
2023-09-28 09:17:08,Wolfe Research,Peer Perform,,init
2023-08-10 13:06:50,B. Riley Securities,Buy,Buy,main
2023-08-07 13:55:27,Oppenheimer,Outperform,Outperform,main
2023-07-12 12:10:11,Wells Fargo,Overweight,Overweight,main
2023-07-05 12:25:39,Oppenheimer,Outperform,Outperform,main
2023-07-05 11:31:59,Barclays,Overweight,Overweight,main
2023-05-08 13:50:42,B. Riley Securities,Buy,,main
2023-03-30 10:45:24,Wells Fargo,Overweight,Equal-Weight,up
2023-03-22 11:23:56,Compass Point,Neutral,Buy,down
2023-02-02 14:44:55,Wells Fargo,Equal-Weight,,main
2022-08-29 10:20:49,Wells Fargo,Equal-Weight,Underweight,up
2022-07-07 10:56:07,Barclays,Overweight,,main
2022-06-16 13:46:56,B. Riley Securities,Buy,Neutral,up
2022-04-22 08:55:00,Oppenheimer,Outperform,,init
2021-10-18 12:24:24,Wells Fargo,Underweight,Equal-Weight,down
2021-09-01 13:28:03,Barclays,Overweight,Equal-Weight,up
2021-06-04 11:03:52,Barclays,Equal-Weight,,main
2021-04-28 11:11:20,Barclays,Equal-Weight,,main
2020-12-02 16:06:20,B. Riley Securities,Neutral,Buy,down
2020-11-16 16:48:16,Wells Fargo,Equal-Weight,,main
2020-10-05 09:33:22,Compass Point,Buy,,init
2020-07-22 13:52:47,Wells Fargo,Equal-Weight,,main
2020-03-23 10:53:20,B. Riley Securities,Buy,,main
2020-03-17 09:44:03,Barclays,Equal-Weight,Overweight,down
2020-03-09 16:12:31,Capital One,Overweight,Equal-Weight,up
2020-02-27 12:09:51,B. Riley Securities,Buy,,main
2019-12-16 13:08:05,Janney Montgomery Scott,Buy,,init
2019-11-07 12:49:39,Wells Fargo,Market Perform,,main
2019-08-12 10:14:12,Barclays,Overweight,Equal-Weight,up
2018-08-08 12:29:01,B. Riley Securities,Buy,Neutral,up
2018-02-27 19:31:02,Barclays,Equal-Weight,Equal-Weight,main
2018-01-31 11:56:32,Barclays,Equal-Weight,,init
2018-01-12 11:16:59,Keybanc,Sector Weight,,init
2017-08-11 18:30:46,Canaccord Genuity,Hold,,main
2017-05-03 11:58:32,Wells Fargo,Market Perform,,init
2017-03-03 11:46:50,Canaccord Genuity,Hold,Buy,down
2016-11-29 10:58:02,Baird,Outperform,Neutral,up
2016-01-19 12:53:50,Ladenburg Thalmann,Sell,Neutral,down
2016-01-08 13:11:39,BB&T Capital,Hold,,init
2016-01-07 12:04:11,Baird,Neutral,Outperform,down
2015-12-16 10:39:11,Canaccord Genuity,Buy,,init
2015-09-18 11:36:58,JMP Securities,Market Outperform,,init
2015-08-28 11:30:36,Baird,Outperform,,init
