quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.82,0.77509,0.04,0.0579
2025-03-31,0.54,0.67136,-0.13,-0.19569999
2024-12-31,0.35,0.37446,-0.02,-0.0653
2024-09-30,2.02,1.93555,0.08,0.0436
