quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,1.49,1.42075,0.07,0.048699997
2024-06-30,1.44,1.47718,-0.04,-0.0252
2024-03-31,1.8,1.44761,0.35,0.24340001
2023-12-31,1.58,1.38094,0.2,0.1441
