,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.37841,0.286,0.149159,0.282783,0.312258
Normalized EBITDA,8705000.0,9776000.0,14214000.0,10559000.0,10086000.0
Net Income From Continuing Operation Net Minority Interest,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Reconciled Depreciation,5936000.0,5895000.0,5883000.0,5581000.0,5201000.0
Reconciled Cost Of Revenue,70923000.0,70484000.0,70196000.0,69995000.0,70652000.0
EBITDA,8705000.0,9776000.0,14214000.0,10559000.0,10086000.0
EBIT,2769000.0,3881000.0,8331000.0,4978000.0,4885000.0
Net Interest Income,1492000.0,1254000.0,1501000.0,1560000.0,1467000.0
Interest Income,1492000.0,1254000.0,1501000.0,1560000.0,1467000.0
Normalized Income,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Net Income From Continuing And Discontinued Operation,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Total Expenses,178256000.0,177686000.0,176022000.0,170935000.0,173751000.0
Diluted Average Shares,16526000.0,16563000.0,16724490.0,16993103.0,16437037.0
Basic Average Shares,14983000.0,14931000.0,16390000.0,16426667.0,16437037.0
Diluted EPS,0.16,0.23,0.49,0.29,0.27
Basic EPS,0.17,0.24,0.5,0.3,0.27
Diluted NI Availto Com Stockholders,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Net Income Common Stockholders,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Net Income,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Net Income Including Noncontrolling Interests,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Net Income Continuous Operations,2689000.0,3778000.0,8197000.0,4928000.0,4438000.0
Tax Provision,1637000.0,1515000.0,1437000.0,1943000.0,2015000.0
Pretax Income,4326000.0,5293000.0,9634000.0,6871000.0,6453000.0
Other Income Expense,65000.0,158000.0,-198000.0,333000.0,101000.0
Other Non Operating Income Expenses,65000.0,158000.0,-198000.0,333000.0,101000.0
Net Non Operating Interest Income Expense,1492000.0,1254000.0,1501000.0,1560000.0,1467000.0
Interest Income Non Operating,1492000.0,1254000.0,1501000.0,1560000.0,1467000.0
Operating Income,2769000.0,3881000.0,8331000.0,4978000.0,4885000.0
Operating Expense,107333000.0,107202000.0,105826000.0,100940000.0,103099000.0
Selling General And Administration,107333000.0,107202000.0,105826000.0,100940000.0,103099000.0
Gross Profit,110102000.0,111083000.0,114157000.0,105918000.0,107984000.0
Cost Of Revenue,70923000.0,70484000.0,70196000.0,69995000.0,70652000.0
Total Revenue,181025000.0,181567000.0,184353000.0,175913000.0,178636000.0
Operating Revenue,181025000.0,181567000.0,184353000.0,175913000.0,178636000.0
