,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.065809,0.092,0.025565,0.081,0.21
Net Income From Continuing Operation Net Minority Interest,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Reconciled Depreciation,182000.0,161000.0,176000.0,152000.0,147000.0
Normalized Income,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Net Income From Continuing And Discontinued Operation,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Total Expenses,58172000.0,57439000.0,59758000.0,58694000.0,58782000.0
Diluted Average Shares,50985000.0,50912000.0,51728571.0,50669000.0,50809000.0
Basic Average Shares,50112000.0,49908000.0,49907355.0,49837000.0,49639000.0
Diluted EPS,0.13,-0.03,0.07,0.05,0.08
Basic EPS,0.13,-0.03,0.072554,0.06,0.08
Diluted NI Availto Com Stockholders,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Net Income Common Stockholders,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Net Income,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Net Income Including Noncontrolling Interests,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Net Income Continuous Operations,6459000.0,-1623000.0,3621000.0,2790000.0,3959000.0
Tax Provision,455000.0,-164000.0,95000.0,247000.0,-657000.0
Pretax Income,6914000.0,-1787000.0,3716000.0,3037000.0,3302000.0
Other Income Expense,2121000.0,1372000.0,1130000.0,630000.0,2238000.0
Selling General And Administration,13459000.0,12693000.0,12194000.0,12095000.0,16639000.0
General And Administrative Expense,13459000.0,12693000.0,12194000.0,12095000.0,16639000.0
Other Gand A,13459000.0,12693000.0,12194000.0,12095000.0,16639000.0
Total Revenue,65086000.0,55652000.0,63474000.0,61731000.0,62084000.0
Operating Revenue,65086000.0,55652000.0,63474000.0,61731000.0,62084000.0
Loss Adjustment Expense,37096000.0,36378000.0,39845000.0,38259000.0,34990000.0
Net Policyholder Benefits And Claims,37096000.0,36378000.0,39845000.0,38259000.0,34990000.0
Policyholder Benefits Gross,37096000.0,36378000.0,39845000.0,38259000.0,34990000.0
