quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.07,-0.18483,0.25,1.3786999
2025-03-31,0.04,-0.1794,0.22,1.223
2024-12-31,0.04,-0.369,0.41,1.1084
2024-09-30,0.31,-0.15383,0.46,3.0152
