,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.182574,0.154934,0.165,0.216708,0.172962
Net Income From Continuing Operation Net Minority Interest,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Reconciled Depreciation,953000.0,979000.0,791000.0,798000.0,966000.0
Net Interest Income,31007000.0,30540000.0,29511000.0,29539000.0,28596000.0
Interest Expense,28320000.0,27370000.0,26272000.0,25222000.0,22345000.0
Interest Income,59327000.0,57910000.0,55783000.0,54761000.0,50941000.0
Normalized Income,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Net Income From Continuing And Discontinued Operation,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Diluted Average Shares,8111215.0,8113246.0,8125319.0,8110462.0,8107641.0
Basic Average Shares,8111215.0,8113246.0,8125319.0,8110462.0,8107641.0
Diluted EPS,1.24,1.23,1.04,1.15,1.17
Basic EPS,1.24,1.23,1.04,1.15,1.17
Diluted NI Availto Com Stockholders,10080000.0,10237000.0,8415000.0,9303000.0,9481000.0
Net Income Common Stockholders,10080000.0,10237000.0,8415000.0,9303000.0,9481000.0
Otherunder Preferred Stock Dividend,228000.0,,214000.0,248000.0,242000.0
Preferred Stock Dividends,218000.0,219000.0,219000.0,219000.0,218000.0
Net Income,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Net Income Including Noncontrolling Interests,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Net Income Continuous Operations,10526000.0,10456000.0,8848000.0,9770000.0,9941000.0
Tax Provision,2351000.0,1917000.0,1752000.0,2703000.0,2079000.0
Pretax Income,12877000.0,12373000.0,10600000.0,12473000.0,12020000.0
Gain On Sale Of Security,0.0,0.0,-8000.0,0.0,0.0
Selling General And Administration,16930000.0,17677000.0,17585000.0,15758000.0,17011000.0
Selling And Marketing Expense,922000.0,850000.0,818000.0,724000.0,758000.0
General And Administrative Expense,16008000.0,16827000.0,16767000.0,15034000.0,16253000.0
Insurance And Claims,810000.0,612000.0,610000.0,585000.0,680000.0
Salaries And Wages,15198000.0,16215000.0,16157000.0,14449000.0,15573000.0
Total Revenue,38071000.0,37965000.0,36268000.0,36633000.0,37026000.0
Operating Revenue,38071000.0,37965000.0,36268000.0,36633000.0,37026000.0
Occupancy And Equipment,918000.0,928000.0,952000.0,912000.0,924000.0
Professional Expense And Contract Services Expense,1305000.0,1472000.0,1571000.0,1313000.0,1429000.0
Other Non Interest Expense,3954000.0,3802000.0,3234000.0,3605000.0,3825000.0
