quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.75,-0.36978,-0.38,-1.0282
2025-03-31,-0.66,-0.60006,-0.06,-0.0999
2024-12-31,-0.22,-0.63753,0.42,0.65489995
2024-09-30,-0.63,-0.61188,-0.02,-0.0296
