,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.048752,0.21
Net Income From Continuing Operation Net Minority Interest,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Interest Income,14407000.0,14773000.0,15048000.0,15236000.0,16728000.0
Interest Expense,8201000.0,8681000.0,8210000.0,7945000.0,7940000.0
Interest Income,22608000.0,23454000.0,23258000.0,23181000.0,24668000.0
Normalized Income,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Income From Continuing And Discontinued Operation,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Diluted Average Shares,41221283.0,40223393.0,38797437.0,36571000.0,35434761.0
Basic Average Shares,41221283.0,40223393.0,38797437.0,36571000.0,35434761.0
Diluted EPS,-0.5,-0.53,-0.32,0.2,-0.26
Basic EPS,-0.5,-0.53,-0.32,0.2,-0.26
Diluted NI Availto Com Stockholders,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Income Common Stockholders,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Income,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Income Including Noncontrolling Interests,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Net Income Continuous Operations,-20777000.0,-21436000.0,-12432000.0,7278000.0,-9133000.0
Tax Provision,373000.0,378000.0,367000.0,373000.0,357000.0
Pretax Income,-20404000.0,-21058000.0,-12065000.0,7651000.0,-8776000.0
Gain On Sale Of Security,-9294000.0,1000.0,-3209000.0,-33894000.0,2464000.0
Operating Expense,2314000.0,1558000.0,1459000.0,1419000.0,1440000.0
Other Operating Expenses,776000.0,,,,
Selling General And Administration,1538000.0,1558000.0,1459000.0,1419000.0,1440000.0
General And Administrative Expense,1538000.0,1558000.0,1459000.0,1419000.0,1440000.0
Total Revenue,-18090000.0,-19500000.0,-10606000.0,9070000.0,-7336000.0
Operating Revenue,-18090000.0,-19500000.0,-10606000.0,9070000.0,-7336000.0
