quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.3019,-0.1075,-0.19,-1.8083999
2025-03-31,-0.5209,-0.34351,-0.18,-0.5164
2024-12-31,-0.8769,0.09064,-0.97,-10.6744995
2024-09-30,0.36287,0.02125,0.34,16.0762
