quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.39,1.1625,0.23,0.19569999
2025-03-31,0.99,0.7375,0.25,0.3424
2024-12-31,0.95,0.3075,0.64,2.0894
2024-09-30,1.1,0.8825,0.22,0.2465
