quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.32823,0.33034,-0.0,-0.0064
2025-03-31,0.262,0.31048,-0.05,-0.15609999
2024-12-31,0.39,0.31952,0.07,0.2206
2024-09-30,0.27,0.3013,-0.03,-0.1039
