,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,-17640000.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.0
Normalized EBITDA,67882000.0,-7135000.0,-41850000.0,-57512000.0,74450000.0
Total Unusual Items,0.0,0.0,-84000000.0,0.0,-457000000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-84000000.0,0.0,-457000000.0
Net Income From Continuing Operation Net Minority Interest,41448000.0,-8851000.0,-85683000.0,-43598000.0,-228192000.0
Reconciled Depreciation,6957000.0,5388000.0,13123000.0,16507000.0,20470000.0
Reconciled Cost Of Revenue,126415000.0,119330000.0,105738000.0,102605000.0,150789000.0
EBITDA,67882000.0,-7135000.0,-125850000.0,-57512000.0,-382550000.0
EBIT,60925000.0,-12523000.0,-138973000.0,-74019000.0,-403020000.0
Net Interest Income,-1152000.0,734000.0,280000.0,425000.0,1788000.0
Interest Expense,2892000.0,428000.0,525000.0,574000.0,561000.0
Interest Income,1740000.0,1162000.0,805000.0,999000.0,2349000.0
Normalized Income,41448000.0,-8851000.0,-19323000.0,-43598000.0,228808000.0
Net Income From Continuing And Discontinued Operation,41448000.0,-8851000.0,-85683000.0,-43598000.0,-228192000.0
Total Expenses,259461000.0,262780000.0,265326000.0,252976000.0,329269000.0
Total Operating Income As Reported,54587000.0,-13804000.0,-139854000.0,-75536000.0,-407192000.0
Diluted Average Shares,19978000.0,15017000.0,13466000.0,12529000.0,12419000.0
Basic Average Shares,15706000.0,15017000.0,13466000.0,12529000.0,12419000.0
Diluted EPS,2.1,-0.59,-6.36,-3.48,-18.37
Basic EPS,2.22,-0.59,-6.36,-3.48,-18.37
Diluted NI Availto Com Stockholders,41448000.0,-8851000.0,-85683000.0,-43598000.0,-228192000.0
Average Dilution Earnings,,,,,0.0
Net Income Common Stockholders,41448000.0,-8851000.0,-85683000.0,-43598000.0,-228192000.0
Net Income,41448000.0,-8851000.0,-85683000.0,-43598000.0,-228192000.0
Minority Interests,-17811000.0,4247000.0,55233000.0,32922000.0,174266000.0
Net Income Including Noncontrolling Interests,59259000.0,-13098000.0,-140916000.0,-76520000.0,-402458000.0
Net Income Continuous Operations,59259000.0,-13098000.0,-140916000.0,-76520000.0,-402458000.0
Tax Provision,-1226000.0,147000.0,1418000.0,1927000.0,-1123000.0
Pretax Income,58033000.0,-12951000.0,-139498000.0,-74593000.0,-403581000.0
Other Income Expense,4598000.0,119000.0,-83924000.0,518000.0,-455177000.0
Other Non Operating Income Expenses,4598000.0,119000.0,76000.0,518000.0,1823000.0
Special Income Charges,0.0,0.0,-84000000.0,0.0,-457000000.0
Impairment Of Capital Assets,0.0,0.0,84000000.0,0.0,457000000.0
Net Non Operating Interest Income Expense,-1152000.0,734000.0,280000.0,425000.0,1788000.0
Interest Expense Non Operating,2892000.0,428000.0,525000.0,574000.0,561000.0
Interest Income Non Operating,1740000.0,1162000.0,805000.0,999000.0,2349000.0
Operating Income,54587000.0,-13804000.0,-55854000.0,-75536000.0,49808000.0
Operating Expense,133046000.0,143450000.0,159588000.0,150371000.0,178480000.0
Other Operating Expenses,54459000.0,57494000.0,59984000.0,58044000.0,64998000.0
Depreciation Amortization Depletion Income Statement,6957000.0,5388000.0,13123000.0,16507000.0,20470000.0
Depreciation And Amortization In Income Statement,6957000.0,5388000.0,13123000.0,16507000.0,20470000.0
Amortization,1965000.0,1781000.0,9317000.0,10747000.0,15266000.0
Amortization Of Intangibles Income Statement,1965000.0,1781000.0,9317000.0,10747000.0,15266000.0
Depreciation Income Statement,4992000.0,3607000.0,3806000.0,5760000.0,5204000.0
Research And Development,9563000.0,16635000.0,15306000.0,14900000.0,16026000.0
Selling General And Administration,62067000.0,63933000.0,71175000.0,60920000.0,76986000.0
Selling And Marketing Expense,39940000.0,43143000.0,49443000.0,40710000.0,57658000.0
General And Administrative Expense,22127000.0,20790000.0,21732000.0,20210000.0,19328000.0
Other Gand A,22127000.0,20790000.0,21732000.0,20210000.0,19328000.0
Gross Profit,187633000.0,129646000.0,103734000.0,74835000.0,228288000.0
Cost Of Revenue,126415000.0,119330000.0,105738000.0,102605000.0,150789000.0
Total Revenue,314048000.0,248976000.0,209472000.0,177440000.0,379077000.0
Operating Revenue,314048000.0,248976000.0,209472000.0,177440000.0,379077000.0
