,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.222979,0.21,0.222361,0.208,0.229071
Net Income From Continuing Operation Net Minority Interest,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
EBIT,59966000.0,53798000.0,45049000.0,38590000.0,33599000.0
Net Interest Income,-86000.0,-85000.0,-86000.0,-87000.0,-225000.0
Interest Expense,86000.0,85000.0,86000.0,87000.0,225000.0
Interest Income,13586000.0,12282000.0,11516000.0,9585000.0,7883000.0
Normalized Income,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Net Income From Continuing And Discontinued Operation,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Total Expenses,141145000.0,120920000.0,110677000.0,109852000.0,97940000.0
Diluted Average Shares,27628733.0,27399997.0,27206225.0,26479566.0,25617916.0
Basic Average Shares,26756095.0,26658106.0,26491939.0,25766697.0,24946987.0
Diluted EPS,1.68,1.57,1.29,1.15,1.0
Basic EPS,1.74,1.61,1.32,1.18,1.03
Diluted NI Availto Com Stockholders,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Net Income Common Stockholders,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Net Income,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Net Income Including Noncontrolling Interests,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Net Income Continuous Operations,46528000.0,42922000.0,34965000.0,30497000.0,25729000.0
Tax Provision,13352000.0,10791000.0,9998000.0,8006000.0,7645000.0
Pretax Income,59880000.0,53713000.0,44963000.0,38503000.0,33374000.0
Net Non Operating Interest Income Expense,-86000.0,-85000.0,-86000.0,-87000.0,-225000.0
Interest Expense Non Operating,86000.0,85000.0,86000.0,87000.0,225000.0
Total Revenue,201025000.0,174633000.0,155640000.0,148355000.0,131314000.0
Operating Revenue,201025000.0,174633000.0,155640000.0,148355000.0,131314000.0
Loss Adjustment Expense,46183000.0,38743000.0,37176000.0,40315000.0,30431000.0
Net Policyholder Benefits And Claims,46183000.0,38743000.0,37176000.0,40315000.0,30431000.0
