,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,96910244.360902,57954509.803922,-43500000.0,-8044524.669073,-21249162.759545,
Tax Rate For Calcs,0.265508,0.295686,0.25,0.229844,0.283322,
Normalized EBITDA,2171000000.0,1472000000.0,1262000000.0,2103000000.0,1989000000.0,
Total Unusual Items,365000000.0,196000000.0,-174000000.0,-35000000.0,-75000000.0,
Total Unusual Items Excluding Goodwill,365000000.0,196000000.0,-174000000.0,-35000000.0,-75000000.0,
Net Income From Continuing Operation Net Minority Interest,1544000000.0,894000000.0,49000000.0,1273000000.0,1067000000.0,
Reconciled Depreciation,317000000.0,319000000.0,321000000.0,329000000.0,337000000.0,
Reconciled Cost Of Revenue,3752000000.0,3604000000.0,4190000000.0,3799000000.0,3731000000.0,
EBITDA,2536000000.0,1668000000.0,1088000000.0,2068000000.0,1914000000.0,
EBIT,2219000000.0,1349000000.0,767000000.0,1739000000.0,1577000000.0,
Net Interest Income,-39000000.0,-25000000.0,-21000000.0,-27000000.0,-28000000.0,
Interest Expense,91000000.0,74000000.0,74000000.0,77000000.0,84000000.0,
Interest Income,52000000.0,49000000.0,53000000.0,50000000.0,56000000.0,
Normalized Income,1275910244.360902,755954509.803922,179500000.0,1299955475.330927,1120750837.240455,
Net Income From Continuing And Discontinued Operation,1544000000.0,894000000.0,49000000.0,1273000000.0,1067000000.0,
Total Expenses,4639000000.0,4313000000.0,5121000000.0,4719000000.0,4576000000.0,
Rent Expense Supplemental,1047000000.0,1027000000.0,1100000000.0,1088000000.0,1091000000.0,
Total Operating Income As Reported,1787000000.0,1082000000.0,902000000.0,1723000000.0,1572000000.0,
Diluted Average Shares,,323204964.0,312336462.0,325758987.0,330393481.0,317277049.0
Basic Average Shares,,306676529.0,308097379.0,310286842.0,313772214.0,313946615.0
Diluted EPS,,2.8,0.2,4.0,3.3,2.1
Basic EPS,,2.9,0.2,4.1,3.4,2.1
Diluted NI Availto Com Stockholders,1544000000.0,894000000.0,103000000.0,1273000000.0,1125000000.0,
Net Income Common Stockholders,1544000000.0,894000000.0,49000000.0,1273000000.0,1067000000.0,
Net Income,1544000000.0,894000000.0,49000000.0,1273000000.0,1067000000.0,
Minority Interests,-15000000.0,-5000000.0,-12000000.0,-19000000.0,-15000000.0,
Net Income Including Noncontrolling Interests,1559000000.0,899000000.0,61000000.0,1292000000.0,1082000000.0,
Net Income Continuous Operations,1559000000.0,899000000.0,61000000.0,1292000000.0,1082000000.0,
Earnings From Equity Interest Net Of Tax,-4000000.0,1000000.0,-54000000.0,12000000.0,12000000.0,
Tax Provision,565000000.0,377000000.0,578000000.0,382000000.0,423000000.0,
Pretax Income,2128000000.0,1275000000.0,693000000.0,1662000000.0,1493000000.0,
Other Income Expense,380000000.0,218000000.0,-188000000.0,-34000000.0,-51000000.0,
Other Non Operating Income Expenses,15000000.0,22000000.0,-14000000.0,1000000.0,24000000.0,
Special Income Charges,,,,,,0.0
Impairment Of Capital Assets,,,,,,0.0
Gain On Sale Of Security,365000000.0,196000000.0,-174000000.0,-35000000.0,-75000000.0,
Net Non Operating Interest Income Expense,-39000000.0,-25000000.0,-21000000.0,-27000000.0,-28000000.0,
Interest Expense Non Operating,91000000.0,74000000.0,74000000.0,77000000.0,84000000.0,
Interest Income Non Operating,52000000.0,49000000.0,53000000.0,50000000.0,56000000.0,
Operating Income,1787000000.0,1082000000.0,902000000.0,1723000000.0,1572000000.0,
Operating Expense,887000000.0,709000000.0,931000000.0,920000000.0,845000000.0,
Other Operating Expenses,-82000000.0,-46000000.0,-90000000.0,-55000000.0,-74000000.0,
Selling General And Administration,969000000.0,755000000.0,1021000000.0,975000000.0,919000000.0,
Selling And Marketing Expense,309000000.0,243000000.0,296000000.0,303000000.0,317000000.0,
General And Administrative Expense,660000000.0,512000000.0,725000000.0,672000000.0,602000000.0,
Other Gand A,660000000.0,512000000.0,725000000.0,672000000.0,602000000.0,
Gross Profit,2674000000.0,1791000000.0,1833000000.0,2643000000.0,2417000000.0,
Cost Of Revenue,3752000000.0,3604000000.0,4190000000.0,3799000000.0,3731000000.0,
Total Revenue,6426000000.0,5395000000.0,6023000000.0,6442000000.0,6148000000.0,
Operating Revenue,6266000000.0,5288000000.0,5872000000.0,6292000000.0,6015000000.0,
