quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.16,-0.24,0.08,0.33330002
2025-03-31,-0.2,-0.21,0.01,0.0476
2024-12-31,-0.25,-0.24,-0.01,-0.0417
2024-09-30,-0.24,-0.22,-0.02,-0.090900004
