GradeDate,Firm,ToGrade,FromGrade,Action
2024-06-07 13:01:13,B. Riley Securities,Buy,Buy,main
2024-04-18 13:30:34,Piper Sandler,Overweight,Overweight,main
2024-04-11 19:04:48,Scotiabank,Sector Outperform,Sector Outperform,main
2024-03-19 14:16:39,UBS,Buy,Buy,main
2024-03-15 14:45:49,Goldman Sachs,Sell,Sell,main
2024-03-07 13:29:10,B. Riley Securities,Buy,Buy,main
2024-01-23 19:29:07,Stifel,Buy,Buy,main
2023-11-27 18:05:54,Stifel,Buy,Buy,main
2023-09-29 15:45:00,Scotiabank,Sector Outperform,,init
2023-09-25 15:30:05,Stifel,Buy,Buy,main
2023-09-15 08:42:55,Goldman Sachs,Sell,,init
2023-06-06 12:55:30,Piper Sandler,Overweight,Overweight,main
2023-05-26 13:38:38,Janney Montgomery Scott,Buy,,init
2023-03-24 13:05:51,B. Riley Securities,Buy,,reit
2023-02-28 10:35:25,Piper Sandler,Overweight,,init
2022-12-15 13:42:57,Johnson Rice,Buy,,init
2022-12-15 11:39:32,B. Riley Securities,Buy,,init
2022-12-05 12:10:04,UBS,Buy,,init
2022-11-18 13:48:59,Tudor Pickering,Buy,Hold,up
