,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-981233.131127,
Tax Rate For Calcs,0.170059,0.1529,0.16,0.1513,0.010077,
Total Unusual Items,0.0,0.0,0.0,,-97370000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,,-97370000.0,0.0
Net Income From Continuing Operation Net Minority Interest,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Reconciled Depreciation,1197000.0,1205000.0,1245000.0,1234000.0,1266000.0,
Net Interest Income,35843000.0,34042000.0,32612000.0,32446000.0,33276000.0,
Interest Expense,44562000.0,45292000.0,48873000.0,50806000.0,49714000.0,
Interest Income,80405000.0,79334000.0,81485000.0,83252000.0,82990000.0,
Normalized Income,6769000.0,6648000.0,6566000.0,6092000.0,6309766.868873,
Net Income From Continuing And Discontinued Operation,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Diluted Average Shares,,62713000.0,62576000.0,62420000.0,62254000.0,62211000.0
Basic Average Shares,,62548000.0,62443000.0,62389000.0,62254000.0,62205000.0
Diluted EPS,,0.11,0.1,0.1,-1.45,0.12
Basic EPS,,0.11,0.11,0.1,-1.45,0.12
Diluted NI Availto Com Stockholders,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Net Income Common Stockholders,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Net Income,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Net Income Including Noncontrolling Interests,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Net Income Continuous Operations,6769000.0,6648000.0,6566000.0,6092000.0,-90079000.0,
Tax Provision,1387000.0,1200000.0,1251000.0,1086000.0,-917000.0,
Pretax Income,8156000.0,7848000.0,7817000.0,7178000.0,-90996000.0,
Gain On Sale Of Security,0.0,0.0,0.0,,0.0,0.0
Selling General And Administration,20410000.0,20085000.0,19754000.0,19764000.0,19638000.0,
Selling And Marketing Expense,615000.0,609000.0,311000.0,342000.0,480000.0,
General And Administrative Expense,19795000.0,19476000.0,19443000.0,19422000.0,19158000.0,
Insurance And Claims,1395000.0,1450000.0,1503000.0,1563000.0,1532000.0,
Salaries And Wages,18400000.0,18026000.0,17940000.0,17859000.0,17626000.0,
Total Revenue,40834000.0,38604000.0,37485000.0,37072000.0,39082000.0,
Operating Revenue,40834000.0,38604000.0,37485000.0,37072000.0,39082000.0,
Occupancy And Equipment,6850000.0,6996000.0,6723000.0,6658000.0,6523000.0,
Other Non Interest Expense,3633000.0,3309000.0,3084000.0,3364000.0,3020000.0,
