,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.025403,0.21,0.21,0.019256,0.011278
Net Income From Continuing Operation Net Minority Interest,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Interest Income,35682000.0,34031000.0,37910000.0,29904000.0,27004000.0
Interest Expense,22547000.0,22529000.0,22361000.0,19298000.0,16293000.0
Interest Income,58229000.0,56560000.0,60271000.0,49202000.0,43297000.0
Normalized Income,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Income From Continuing And Discontinued Operation,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Diluted Average Shares,99217896.0,90086785.0,81663331.0,73582759.0,68481874.0
Basic Average Shares,99217896.0,90086785.0,81663331.0,73582759.0,68481874.0
Diluted EPS,0.19,0.01,0.35,0.29,0.25
Basic EPS,0.19,0.01,0.35,0.29,0.25
Diluted NI Availto Com Stockholders,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Income Common Stockholders,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Income,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Income Including Noncontrolling Interests,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Net Income Continuous Operations,19298000.0,1225000.0,28329000.0,21340000.0,16920000.0
Tax Provision,503000.0,-222000.0,-334000.0,419000.0,193000.0
Pretax Income,19801000.0,1003000.0,27995000.0,21759000.0,17113000.0
Gain On Sale Of Security,-14830000.0,-3477000.0,26674000.0,-346000.0,-353000.0
Operating Expense,4805000.0,2292000.0,1700000.0,10632000.0,1594000.0
Other Operating Expenses,2855000.0,442000.0,,8932000.0,94000.0
Selling General And Administration,1950000.0,1850000.0,1700000.0,1700000.0,1500000.0
General And Administrative Expense,1950000.0,1850000.0,1700000.0,1700000.0,1500000.0
Total Revenue,24606000.0,3295000.0,29695000.0,32391000.0,18707000.0
Operating Revenue,24606000.0,3295000.0,29695000.0,32391000.0,18707000.0
