GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-23 13:33:05,JP Morgan,Underweight,Underweight,main
2024-05-29 17:11:53,Noble Capital Markets,Outperform,,init
2024-04-04 17:11:14,Baird,Neutral,Neutral,main
2023-10-05 15:23:30,JP Morgan,Underweight,Underweight,main
2023-04-05 12:14:04,JP Morgan,Underweight,,main
2023-04-05 11:08:57,Baird,Neutral,,main
2022-11-15 09:22:59,B of A Securities,Neutral,Underperform,up
2020-04-03 15:16:22,Baird,Neutral,,main
2020-04-03 13:36:33,JP Morgan,Underweight,,main
2019-01-04 15:10:31,Baird,Neutral,Neutral,main
2018-01-04 11:55:51,JP Morgan,Underweight,Neutral,down
2017-07-21 15:28:03,Deutsche Bank,Sell,,main
2016-10-06 12:00:50,Deutsche Bank,Sell,,main
2016-10-06 12:00:49,Baird,Neutral,,main
2016-08-18 08:41:07,Deutsche Bank,Sell,,init
2014-07-19 03:30:52,Macquarie,Neutral,,main
2013-04-03 12:21:14,Deutsche Bank,Hold,,main
2012-12-21 13:04:55,Bank of America,Buy,,main
2012-12-21 12:40:18,BMO Capital,Market Perform,,main
2012-12-21 12:32:53,Deutsche Bank,Hold,,main
2012-10-17 14:42:00,Macquarie,Neutral,Outperform,down
2012-10-08 17:28:00,Deutsche Bank,Hold,,main
2012-10-03 10:43:00,Bank of America,Buy,,main
2012-07-13 10:54:00,BMO Capital,Market Perform,,main
2012-06-25 16:36:00,Barclays,Overweight,,main
