,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-17368087.80076,-5680000.0,-33048000.0,-6504000.0,0.0,,
Tax Rate For Calcs,0.267201,0.284,0.306,0.271,0.285047,,
Total Unusual Items,-65000000.0,-20000000.0,-108000000.0,-24000000.0,,,-114000000.0
Total Unusual Items Excluding Goodwill,-65000000.0,-20000000.0,-108000000.0,-24000000.0,,,-114000000.0
Net Income From Continuing Operation Net Minority Interest,1675000000.0,1455000000.0,1154000000.0,1880000000.0,1780000000.0,,
Net Interest Income,3537000000.0,3622000000.0,3680000000.0,3689000000.0,3830000000.0,,
Interest Income,22090000000.0,3622000000.0,3680000000.0,3689000000.0,25999000000.0,,
Normalized Income,1722631912.19924,1469320000.0,1228952000.0,1897496000.0,1780000000.0,,
Net Income From Continuing And Discontinued Operation,1675000000.0,1455000000.0,1154000000.0,1880000000.0,1780000000.0,,
Diluted Average Shares,,3071500000.0,3130000000.0,3200600000.0,,3309500000.0,3460900000.0
Basic Average Shares,,3071500000.0,3130000000.0,3200600000.0,,3309500000.0,3460900000.0
Diluted EPS,,0.47,0.37,0.59,,0.48,0.45
Basic EPS,,0.47,0.37,0.59,,0.48,0.45
Diluted NI Availto Com Stockholders,1675000000.0,1455000000.0,1154000000.0,1880000000.0,1780000000.0,,
Net Income Common Stockholders,1675000000.0,1455000000.0,1154000000.0,1880000000.0,1780000000.0,,
Net Income,1675000000.0,1455000000.0,1154000000.0,1880000000.0,1780000000.0,,
Minority Interests,-62000000.0,-65000000.0,-74000000.0,-65000000.0,-57000000.0,,
Net Income Including Noncontrolling Interests,1736000000.0,1520000000.0,1229000000.0,1944000000.0,1836000000.0,,
Net Income Continuous Operations,1736000000.0,1520000000.0,1229000000.0,1944000000.0,1836000000.0,,
Tax Provision,633000000.0,604000000.0,542000000.0,724000000.0,732000000.0,,
Pretax Income,2369000000.0,2124000000.0,1771000000.0,2668000000.0,2568000000.0,,
Special Income Charges,-65000000.0,-20000000.0,-108000000.0,-24000000.0,,,-114000000.0
Other Special Charges,,14000000.0,43000000.0,3000000.0,,,114000000.0
Restructuring And Mergern Acquisition,79000000.0,6000000.0,65000000.0,21000000.0,,,
Gain On Sale Of Security,1860000000.0,27000000.0,-63000000.0,52000000.0,1621000000.0,,
Total Revenue,5703000000.0,5636000000.0,5407000000.0,5910000000.0,5698000000.0,,
Operating Revenue,5703000000.0,5636000000.0,5407000000.0,5910000000.0,5698000000.0,,
Other Non Interest Expense,-1523000000.0,3180000000.0,3228000000.0,2880000000.0,-1579000000.0,,
