,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.259244,0.259,0.367713,0.253,0.255817,,
Normalized EBITDA,118206000.0,95912000.0,28907000.0,67916000.0,130356000.0,,
Net Income From Continuing Operation Net Minority Interest,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Reconciled Depreciation,15808000.0,14249000.0,13452000.0,13612000.0,13452000.0,,
Reconciled Cost Of Revenue,229669000.0,202262000.0,112885000.0,140512000.0,208360000.0,,
EBITDA,118206000.0,95912000.0,28907000.0,67916000.0,130356000.0,,
EBIT,102398000.0,81663000.0,15455000.0,54304000.0,116904000.0,,
Net Interest Income,77000.0,-76000.0,0.0,5000.0,0.0,,
Interest Income,77000.0,,,,0.0,,
Normalized Income,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Net Income From Continuing And Discontinued Operation,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Total Expenses,285403000.0,258330000.0,152172000.0,179413000.0,259566000.0,,
Total Operating Income As Reported,102398000.0,81663000.0,15455000.0,54304000.0,116904000.0,,
Diluted Average Shares,107296203.0,107284084.0,107320299.0,108379416.0,108810296.0,,
Basic Average Shares,107227128.0,107180665.0,107184416.0,108258401.0,108693887.0,,
Diluted EPS,0.71,0.56,0.09,0.37,0.8,,
Basic EPS,0.71,0.56,0.09,0.37,0.8,,
Diluted NI Availto Com Stockholders,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Net Income Common Stockholders,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Net Income,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Net Income Including Noncontrolling Interests,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Net Income Continuous Operations,75909000.0,60434000.0,9772000.0,40553000.0,86998000.0,,
Tax Provision,26566000.0,21153000.0,5683000.0,13756000.0,29906000.0,,
Pretax Income,102475000.0,81587000.0,15455000.0,54309000.0,116904000.0,,
Net Non Operating Interest Income Expense,77000.0,-76000.0,0.0,5000.0,0.0,,
Total Other Finance Cost,,76000.0,0.0,-5000.0,,-5000.0,-2550000.0
Interest Income Non Operating,77000.0,,,,0.0,,
Operating Income,102398000.0,81663000.0,15455000.0,54304000.0,116904000.0,,
Operating Expense,55734000.0,56068000.0,39287000.0,38901000.0,51206000.0,,
Selling General And Administration,55734000.0,56068000.0,39287000.0,38901000.0,51206000.0,,
Gross Profit,158132000.0,137731000.0,54742000.0,93205000.0,168110000.0,,
Cost Of Revenue,229669000.0,202262000.0,112885000.0,140512000.0,208360000.0,,
Total Revenue,387801000.0,339993000.0,167627000.0,233717000.0,376470000.0,,
Operating Revenue,387801000.0,339993000.0,167627000.0,233717000.0,376470000.0,,
