,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-73097982.708934,-85050000.0,15200000.0,-10080000.0,-79590000.0,,
Tax Rate For Calcs,0.273775,0.21,0.2,0.21,0.21,,
Normalized EBITDA,774000000.0,680000000.0,880000000.0,910000000.0,722000000.0,,
Total Unusual Items,-267000000.0,-405000000.0,76000000.0,-48000000.0,-379000000.0,,
Total Unusual Items Excluding Goodwill,-267000000.0,-405000000.0,76000000.0,-48000000.0,-379000000.0,,
Net Income From Continuing Operation Net Minority Interest,224000000.0,772000000.0,594000000.0,493000000.0,39000000.0,,
Reconciled Depreciation,86000000.0,110000000.0,120000000.0,135000000.0,138000000.0,,
Reconciled Cost Of Revenue,1538000000.0,1382000000.0,2769000000.0,2544000000.0,2411000000.0,,
EBITDA,507000000.0,275000000.0,956000000.0,862000000.0,343000000.0,,
EBIT,421000000.0,165000000.0,836000000.0,727000000.0,205000000.0,,
Net Interest Income,-54000000.0,-81000000.0,-84000000.0,-90000000.0,-94000000.0,,
Interest Expense,74000000.0,91000000.0,95000000.0,99000000.0,103000000.0,,
Interest Income,20000000.0,10000000.0,11000000.0,9000000.0,9000000.0,,
Normalized Income,417902017.291066,1091950000.0,533200000.0,530920000.0,338410000.0,,
Net Income From Continuing And Discontinued Operation,257000000.0,524000000.0,594000000.0,493000000.0,39000000.0,,
Total Expenses,1924000000.0,1735000000.0,3509000000.0,3305000000.0,3169000000.0,,
Total Operating Income As Reported,680000000.0,760000000.0,852000000.0,742000000.0,216000000.0,,
Diluted Average Shares,,358000000.0,357000000.0,357000000.0,349000000.0,335000000.0,
Basic Average Shares,,348000000.0,346000000.0,344000000.0,333000000.0,326000000.0,
Diluted EPS,,1.42,1.63,1.35,0.88,0.34,
Basic EPS,,1.46,1.68,1.4,0.92,0.35,
Diluted NI Availto Com Stockholders,273000000.0,507000000.0,581000000.0,481000000.0,29000000.0,,
Average Dilution Earnings,0.0,0.0,0.0,,,0.0,0.0
Net Income Common Stockholders,273000000.0,507000000.0,581000000.0,481000000.0,29000000.0,,
Otherunder Preferred Stock Dividend,-21000000.0,13000000.0,9000000.0,8000000.0,,-1000000.0,
Preferred Stock Dividends,5000000.0,4000000.0,4000000.0,4000000.0,10000000.0,,
Net Income,257000000.0,524000000.0,594000000.0,493000000.0,39000000.0,,
Net Income Including Noncontrolling Interests,285000000.0,524000000.0,594000000.0,493000000.0,39000000.0,,
Net Income Discontinuous Operations,33000000.0,-248000000.0,,,,135000000.0,
Net Income Continuous Operations,252000000.0,772000000.0,594000000.0,493000000.0,39000000.0,,
Tax Provision,95000000.0,-698000000.0,147000000.0,135000000.0,63000000.0,,
Pretax Income,347000000.0,74000000.0,741000000.0,628000000.0,102000000.0,,
Other Income Expense,-280000000.0,-404000000.0,49000000.0,-72000000.0,-399000000.0,,
Other Non Operating Income Expenses,-13000000.0,1000000.0,-27000000.0,-24000000.0,-20000000.0,,
Special Income Charges,-873000000.0,201000000.0,76000000.0,-48000000.0,-379000000.0,,
Gain On Sale Of Ppe,,,0.0,0.0,0.0,0.0,0.0
Gain On Sale Of Business,,,113000000.0,,,,0.0
Other Special Charges,99000000.0,-201000000.0,-9000000.0,5000000.0,260000000.0,,
Write Off,0.0,0.0,0.0,0.0,47000000.0,,
Restructuring And Mergern Acquisition,2000000.0,0.0,46000000.0,43000000.0,72000000.0,,
Gain On Sale Of Security,,-606000000.0,,,,,
Net Non Operating Interest Income Expense,-54000000.0,-81000000.0,-84000000.0,-90000000.0,-94000000.0,,
Interest Expense Non Operating,74000000.0,91000000.0,95000000.0,99000000.0,103000000.0,,
Interest Income Non Operating,20000000.0,10000000.0,11000000.0,9000000.0,9000000.0,,
Operating Income,681000000.0,559000000.0,776000000.0,790000000.0,595000000.0,,
Operating Expense,386000000.0,353000000.0,740000000.0,761000000.0,758000000.0,,
Research And Development,262000000.0,245000000.0,502000000.0,519000000.0,538000000.0,,
Selling General And Administration,124000000.0,108000000.0,238000000.0,242000000.0,220000000.0,,
Gross Profit,1067000000.0,912000000.0,1516000000.0,1551000000.0,1353000000.0,,
Cost Of Revenue,1538000000.0,1382000000.0,2769000000.0,2544000000.0,2411000000.0,,
Total Revenue,2605000000.0,2294000000.0,4285000000.0,4095000000.0,3764000000.0,,
Operating Revenue,2605000000.0,2294000000.0,4285000000.0,4095000000.0,3764000000.0,,
