,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.021412,0.035243,0.043572,0.050317,0.025212,
Net Income From Continuing Operation Net Minority Interest,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Interest Income,80511000.0,84806000.0,84535000.0,86810000.0,88395000.0,
Interest Expense,26505000.0,27175000.0,28547000.0,25209000.0,26067000.0,
Interest Income,107016000.0,111981000.0,113082000.0,112019000.0,114462000.0,
Normalized Income,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Income From Continuing And Discontinued Operation,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Diluted Average Shares,93971164.0,93669671.0,,93024154.0,92734320.0,89032381.0
Basic Average Shares,93971164.0,93669671.0,,93024154.0,92734320.0,89032381.0
Diluted EPS,0.63,0.39,,0.44,0.51,0.53
Basic EPS,0.63,0.39,,0.44,0.51,0.53
Diluted NI Availto Com Stockholders,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Income Common Stockholders,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Income,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Income Including Noncontrolling Interests,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Net Income Continuous Operations,59003000.0,36955000.0,50991000.0,40655000.0,47401000.0,
Tax Provision,1291000.0,1350000.0,2323000.0,2154000.0,1226000.0,
Pretax Income,60294000.0,38305000.0,53314000.0,42809000.0,48627000.0,
Gain On Sale Of Security,-36803000.0,1115000.0,5090000.0,83000.0,1630000.0,
Operating Expense,10934000.0,8933000.0,11944000.0,16431000.0,16535000.0,
Other Operating Expenses,6845000.0,5387000.0,8397000.0,12953000.0,12870000.0,
Selling General And Administration,4089000.0,3546000.0,3547000.0,3478000.0,3665000.0,
General And Administrative Expense,4089000.0,3546000.0,3547000.0,3478000.0,3665000.0,
Total Revenue,71228000.0,47238000.0,65258000.0,59240000.0,65162000.0,
Operating Revenue,71228000.0,47238000.0,65258000.0,59240000.0,65162000.0,
