quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.57,1.61333,-0.04,-0.0269
2025-03-31,1.83,1.835,-0.0,-0.0027
2024-12-31,1.9,1.815,0.08,0.0468
2024-09-30,1.74,1.7925,-0.05,-0.0293
