quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.54,0.42784,0.11,0.2622
2025-03-31,0.45,0.37912,0.07,0.187
2024-12-31,0.4,0.38578,0.01,0.0369
2024-09-30,0.53,0.43667,0.09,0.21370001
