,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-27275000.0,-27258000.0,-25735000.0,-24733000.0,-25297000.0
Net Income From Continuing Operation Net Minority Interest,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Reconciled Depreciation,108000.0,169000.0,214000.0,206000.0,240000.0
EBITDA,-27275000.0,-27258000.0,-25735000.0,-24733000.0,-25297000.0
EBIT,-27383000.0,-27427000.0,-25949000.0,-24939000.0,-25537000.0
Net Interest Income,3350000.0,3643000.0,4143000.0,3088000.0,2876000.0
Interest Income,3350000.0,3643000.0,4143000.0,3088000.0,2876000.0
Normalized Income,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Net Income From Continuing And Discontinued Operation,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Total Expenses,27383000.0,27427000.0,25949000.0,24939000.0,25537000.0
Total Operating Income As Reported,-27383000.0,-27427000.0,-25949000.0,-24939000.0,-25537000.0
Diluted Average Shares,91575039.0,91473948.0,91240700.0,77819658.0,74459774.0
Basic Average Shares,91575039.0,91473948.0,91240700.0,77819658.0,74459774.0
Diluted EPS,-0.26,-0.26,-0.24,-0.28,-0.31
Basic EPS,-0.26,-0.26,-0.24,-0.28,-0.31
Diluted NI Availto Com Stockholders,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Net Income Common Stockholders,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Net Income,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Net Income Including Noncontrolling Interests,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Net Income Continuous Operations,-24093000.0,-23908000.0,-21799000.0,-21945000.0,-22736000.0
Tax Provision,64000.0,88000.0,40000.0,62000.0,61000.0
Pretax Income,-24029000.0,-23820000.0,-21759000.0,-21883000.0,-22675000.0
Other Income Expense,4000.0,-36000.0,47000.0,-32000.0,-14000.0
Other Non Operating Income Expenses,4000.0,-36000.0,47000.0,-32000.0,-14000.0
Net Non Operating Interest Income Expense,3350000.0,3643000.0,4143000.0,3088000.0,2876000.0
Interest Income Non Operating,3350000.0,3643000.0,4143000.0,3088000.0,2876000.0
Operating Income,-27383000.0,-27427000.0,-25949000.0,-24939000.0,-25537000.0
Operating Expense,27383000.0,27427000.0,25949000.0,24939000.0,25537000.0
Research And Development,20353000.0,18720000.0,18004000.0,15169000.0,18352000.0
Selling General And Administration,7030000.0,8707000.0,7945000.0,9770000.0,7185000.0
General And Administrative Expense,7030000.0,8707000.0,7945000.0,9770000.0,7185000.0
Other Gand A,7030000.0,8707000.0,7945000.0,9770000.0,7185000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
