0
SCM
PAY
DGX
LTRX
SO
AGNC
KYIV
ACM
GMGI
W
AI
NVMI
C
IRON
PRPH
AIRS
GEMI
MPLX
XPO
HWM
OZK
QTTB
CNM
ICU
ARX
EZPW
IVVD
BUD
TMO
VZLA
VKTX
CHRD
CAG
BIDU
EIC
TLRY
DOCN
GOLD
SDRL
HAFN
CLMT
SGRP
REYN
EXFY
AVT
ZLAB
AGRO
SPIR
BYRN
ANIP
CRH
AS
BLSH
XPER
ALEX
AAL
NGD
RANI
BBAR
SATS
HAIN
KSCP
CFG
RH
ALTO
VERO
BLDR
SRAD
MBI
EDIT
SPOT
RCEL
PRKS
STM
GTLS
DFH
ATEN
CMS
BKH
COLM
TPVG
HRB
IGC
RIOT
ADV
UXIN
OPK
FUBO
AXIA
EDBL
FLNC
CHGG
CXAI
BIRK
THC
BRX
MYGN
INDB
BKU
LZB
RKT
RSI
FEAM
INVX
SNCY
WHF
CALM
PPC
GO
VCYT
LXU
NWBI
RACE
FFIC
FLNG
GXO
NOW
WKHS
VYGR
WHR
CAH
PVH
DASH
FLUT
MNRO
SAFE
COLL
OTF
NWS
GLUE
ANIK
BBY
BE
LSPD
NMFC
TDW
AMC
BCE
MOS
VLY
ARES
EOSE
HG
VRNS
LPTH
RGA
M
ACMR
ALL
EB
CSCO
MGTX
KOD
NOVT
NPKI
TRTX
POOL
RITM
TTGT
EXPO
APH
TEAD
GSL
COOK
NWL
COIN
FHI
VSAT
AMH
CNX
BCC
EMBC
GHRS
AIG
KAR
LOB
MNSO
NWSA
RERE
UIS
QIPT
ITT
VERU
NEXN
EXR
ATR
KNTK
CHH
AM
MS
REAX
JANX
BLDP
SURG
TROW
SUI
SQM
TEAM
HIMS
HYFT
USAU
MTZ
SGHC
OSS
PLX
QRVO
HTT
IRWD
BSM
FLO
AA
GLW
DFLI
CNQ
MSAI
DIN
NINE
CPRX
HST
WLK
ITRM
LYB
PGY
UPST
WKC
FLOC
WSBC
ICL
CXW
DAY
LFST
PRU
PMCB
STT
ARKO
BAC
MNOV
SNOW
HESM
ONFO
PENG
AISP
FTDR
ORLY
OII
SII
NSA
REXR
TRMB
JXN
URGN
ANRO
GCO
AMP
EWBC
METC
TREX
BURL
NAT
EXC
VECO
VLO
NTLA
ATON
CRNC
DPRO
AVNS
KN
BBD
TXO
DGII
FBRT
DNLI
WSFS
ORGN
HOLX
ELBM
RXT
CVS
CAPS
GRAB
MPC
BTMD
AMIX
MBLY
BFAM
RXO
RGNX
AVB
AZN
TNGX
ZTO
DOUG
CRWV
HLLY
BTSG
NNE
PLTK
RLYB
ST
XRAY
NYT
CE
GALT
SNTI
ACIU
OVV
PACK
EG
RVMD
TDAY
MVIS
EOG
RYN
STE
TTC
TAC
ATEC
BB
INTS
GSAT
JBS
LIVN
FAST
IART
KGC
HRTX
UNP
CC
CBRE
NXL
CDLX
HRZN
BA
SNEX
LPG
MRNA
RMD
DHX
HPK
INSM
MSDL
LRN
BV
CRTO
BFRI
GMED
IDYA
MAX
KDP
RXST
TYGO
CLH
LYG
OWL
PCTY
CL
