quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.0143,-0.07,0.06,0.7957
2025-03-31,-0.07,-0.08733,0.02,0.1984
2024-12-31,-0.09,-0.055,-0.03,-0.6364
2024-09-30,-0.04,-0.06,0.02,0.33330002
