,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.209594,0.126,0.171429,0.191811,0.201442
Net Income From Continuing Operation Net Minority Interest,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Reconciled Depreciation,37995000.0,29366000.0,12714000.0,12947000.0,13293000.0
Net Interest Income,467024000.0,397639000.0,268974000.0,247376000.0,245108000.0
Interest Expense,383513000.0,340331000.0,285994000.0,310318000.0,293174000.0
Interest Income,850537000.0,737970000.0,554968000.0,557694000.0,538282000.0
Normalized Income,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Net Income From Continuing And Discontinued Operation,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Diluted Average Shares,76241798.0,65496058.0,49178891.0,49078497.0,48974265.0
Basic Average Shares,75923082.0,65063262.0,48807081.0,48775072.0,48744636.0
Diluted EPS,2.82,1.21,2.44,2.23,2.07
Basic EPS,2.84,1.22,2.46,2.25,2.08
Diluted NI Availto Com Stockholders,215382000.0,79320000.0,119997000.0,109643000.0,101345000.0
Net Income Common Stockholders,215382000.0,79320000.0,119997000.0,109643000.0,101345000.0
Preferred Stock Dividends,2012000.0,2013000.0,,,
Net Income,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Net Income Including Noncontrolling Interests,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Net Income Continuous Operations,217394000.0,81333000.0,119997000.0,109643000.0,101345000.0
Tax Provision,57647000.0,11717000.0,24827000.0,26022000.0,25565000.0
Pretax Income,275041000.0,93050000.0,144824000.0,135665000.0,126910000.0
Gain On Sale Of Security,37685000.0,-4782000.0,593000.0,2623000.0,-1867000.0
Depreciation Amortization Depletion Income Statement,25268000.0,17482000.0,1917000.0,1917000.0,1911000.0
Depreciation And Amortization In Income Statement,25268000.0,17482000.0,1917000.0,1917000.0,1911000.0
Amortization,25268000.0,17482000.0,1917000.0,1917000.0,1911000.0
Amortization Of Intangibles Income Statement,25268000.0,17482000.0,1917000.0,1917000.0,1911000.0
Selling General And Administration,224895000.0,229396000.0,170061000.0,153801000.0,149459000.0
Selling And Marketing Expense,11344000.0,7998000.0,8999000.0,6817000.0,6598000.0
General And Administrative Expense,213551000.0,221398000.0,161062000.0,146984000.0,142861000.0
Salaries And Wages,213551000.0,221398000.0,161062000.0,146984000.0,142861000.0
Total Revenue,633208000.0,510192000.0,394222000.0,363940000.0,348508000.0
Operating Revenue,633208000.0,510192000.0,394222000.0,363940000.0,348508000.0
Occupancy And Equipment,34997000.0,33017000.0,26584000.0,28262000.0,27326000.0
Professional Expense And Contract Services Expense,18468000.0,28606000.0,12229000.0,9518000.0,16566000.0
Other Non Interest Expense,33539000.0,22641000.0,19607000.0,16777000.0,12286000.0
