,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.277,0.329,0.257,0.019241,0.24,
Normalized EBITDA,899000.0,1253000.0,1889000.0,3030000.0,2056000.0,
Net Income From Continuing Operation Net Minority Interest,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Reconciled Depreciation,1166000.0,1190000.0,1240000.0,1190000.0,1176000.0,
Reconciled Cost Of Revenue,7329000.0,7268000.0,8355000.0,9359000.0,6604000.0,
EBITDA,899000.0,1253000.0,1889000.0,3030000.0,2056000.0,
EBIT,-267000.0,63000.0,649000.0,1840000.0,880000.0,
Net Interest Income,85000.0,97000.0,84000.0,93000.0,0.0,
Interest Expense,,,,,0.0,0.0
Interest Income,85000.0,97000.0,84000.0,,0.0,0.0
Normalized Income,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Net Income From Continuing And Discontinued Operation,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Total Expenses,17618000.0,17223000.0,18626000.0,19085000.0,16662000.0,
Total Operating Income As Reported,-267000.0,63000.0,649000.0,1760000.0,880000.0,
Diluted Average Shares,8514153.0,8505068.0,8500354.0,,8404741.0,8366904.0
Basic Average Shares,8422514.0,8415795.0,8400354.0,,8329676.0,8327178.0
Diluted EPS,-0.02,0.01,0.06,,0.08,0.06
Basic EPS,-0.02,0.01,0.06,,0.08,0.06
Diluted NI Availto Com Stockholders,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Net Income Common Stockholders,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Net Income,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Net Income Including Noncontrolling Interests,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Net Income Continuous Operations,-132000.0,101000.0,525000.0,1937000.0,636000.0,
Tax Provision,-51000.0,49000.0,182000.0,38000.0,201000.0,
Pretax Income,-183000.0,150000.0,707000.0,1975000.0,837000.0,
Other Income Expense,-1000.0,-10000.0,-26000.0,122000.0,-43000.0,
Other Non Operating Income Expenses,-1000.0,-10000.0,-26000.0,122000.0,-43000.0,
Net Non Operating Interest Income Expense,85000.0,97000.0,84000.0,93000.0,0.0,
Interest Expense Non Operating,,,,,0.0,0.0
Interest Income Non Operating,85000.0,97000.0,84000.0,,0.0,0.0
Operating Income,-267000.0,63000.0,649000.0,1760000.0,880000.0,
Operating Expense,10289000.0,9955000.0,10271000.0,9726000.0,10058000.0,
Gross Profit,10022000.0,10018000.0,10920000.0,11486000.0,10938000.0,
Cost Of Revenue,7329000.0,7268000.0,8355000.0,9359000.0,6604000.0,
Total Revenue,17351000.0,17286000.0,19275000.0,20845000.0,17542000.0,
Operating Revenue,17351000.0,17286000.0,19275000.0,20845000.0,17542000.0,
