GradeDate,Firm,ToGrade,FromGrade,Action
2023-12-14 12:21:07,Benchmark,Hold,Buy,down
2023-02-09 14:48:43,Benchmark,Buy,,main
2021-03-09 13:42:06,Roth Capital,Buy,,main
2021-02-12 14:34:34,Benchmark,Buy,Hold,up
2018-08-10 10:48:13,Benchmark,Hold,Buy,down
2018-06-04 13:56:03,Roth Capital,Neutral,Buy,down
2017-08-04 12:21:28,Roth Capital,Buy,,init
2016-02-05 10:00:59,Stifel,Buy,,main
2015-08-07 15:00:00,Stifel,Buy,,main
2015-04-15 10:39:52,Benchmark,Buy,,init
2014-10-13 20:00:00,Noble Capital Markets,Buy,Hold,up
2013-09-04 14:30:15,Stifel,Buy,Hold,up
2012-12-17 11:12:10,Taglich Brothers,Neutral,Speculative Buy,down
2012-09-20 17:22:00,Axiom Capital,Sell,,main
2012-08-10 12:29:00,Feltl & Co.,Hold,,main
2012-03-28 12:02:00,Stifel,Hold,,init
