quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.09,0.02,-0.11,-5.5
2025-03-31,0.09,0.025,0.07,2.6
2024-12-31,-0.17,0.02,-0.19,-9.5
2024-09-30,0.04,-0.172,0.21,1.2326
