,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,54214.866192,0.0,0.0,,
Tax Rate For Calcs,0.21,0.21,0.00134,0.124558,0.0,,
Normalized EBITDA,23178000.0,15958000.0,19789000.0,39019000.0,27967000.0,,
Total Unusual Items,0.0,0.0,40472000.0,,10583000.0,32193000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,40472000.0,,10583000.0,32193000.0,
Net Income From Continuing Operation Net Minority Interest,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Reconciled Depreciation,21886000.0,21450000.0,22056000.0,24051000.0,26001000.0,,
Reconciled Cost Of Revenue,59611000.0,53619000.0,52410000.0,49658000.0,50869000.0,,
EBITDA,23178000.0,15958000.0,60261000.0,39019000.0,38550000.0,,
EBIT,1292000.0,-5492000.0,38205000.0,14968000.0,12549000.0,,
Net Interest Income,20172000.0,18862000.0,15269000.0,18036000.0,18755000.0,,
Interest Expense,4360000.0,4804000.0,4612000.0,4788000.0,4954000.0,,
Interest Income,24532000.0,23666000.0,19881000.0,22824000.0,23709000.0,,
Normalized Income,-7072000.0,-11589000.0,-6869785.133808,8912000.0,-2988000.0,,
Net Income From Continuing And Discontinued Operation,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Total Expenses,405598000.0,387163000.0,384264000.0,366148000.0,365496000.0,,
Total Operating Income As Reported,-22249000.0,-28946000.0,-21710000.0,-7698000.0,-22224000.0,,
Diluted Average Shares,,102219000.0,104480000.0,107322000.0,107326000.0,111176000.0,
Basic Average Shares,,102219000.0,103102000.0,105672000.0,106289000.0,105436000.0,
Diluted EPS,,-0.11,-0.06,0.08,-0.03,0.286114,
Basic EPS,,-0.11,0.33,0.08,0.07,0.3,
Diluted NI Availto Com Stockholders,32912000.0,-11589000.0,-6435000.0,8912000.0,7595000.0,,
Average Dilution Earnings,,0.0,-39983000.0,,,-31641000.0,0.0
Net Income Common Stockholders,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Net Income,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Net Income Including Noncontrolling Interests,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Net Income Continuous Operations,-7072000.0,-11589000.0,33548000.0,8912000.0,7595000.0,,
Tax Provision,4004000.0,1293000.0,45000.0,1268000.0,0.0,,
Pretax Income,-3068000.0,-10296000.0,33593000.0,10180000.0,7595000.0,,
Other Income Expense,-991000.0,-212000.0,40034000.0,-158000.0,10672000.0,,
Other Non Operating Income Expenses,-991000.0,-212000.0,-438000.0,-158000.0,89000.0,,
Special Income Charges,0.0,0.0,40472000.0,,10583000.0,32193000.0,
Other Special Charges,0.0,,-40472000.0,,-10975000.0,-34297000.0,
Restructuring And Mergern Acquisition,0.0,0.0,0.0,,392000.0,2104000.0,
Net Non Operating Interest Income Expense,20172000.0,18862000.0,15269000.0,18036000.0,18755000.0,,
Interest Expense Non Operating,4360000.0,4804000.0,4612000.0,4788000.0,4954000.0,,
Interest Income Non Operating,24532000.0,23666000.0,19881000.0,22824000.0,23709000.0,,
Operating Income,-22249000.0,-28946000.0,-21710000.0,-7698000.0,-21832000.0,,
Operating Expense,332010000.0,319951000.0,317656000.0,301452000.0,300295000.0,,
Provision For Doubtful Accounts,15785000.0,14945000.0,21358000.0,20661000.0,,17715000.0,
Depreciation Amortization Depletion Income Statement,7909000.0,7857000.0,7858000.0,9013000.0,11669000.0,,
Depreciation And Amortization In Income Statement,7909000.0,7857000.0,7858000.0,9013000.0,11669000.0,,
Amortization,,,,,,12262000.0,12324000.0
Amortization Of Intangibles Income Statement,,,,,,12262000.0,12324000.0
Research And Development,90050000.0,86540000.0,84784000.0,78685000.0,79609000.0,,
Selling General And Administration,218266000.0,210609000.0,203656000.0,193093000.0,148912000.0,,
Selling And Marketing Expense,148097000.0,136758000.0,132534000.0,126322000.0,123732000.0,,
General And Administrative Expense,70169000.0,73851000.0,71122000.0,66771000.0,25180000.0,,
Other Gand A,70169000.0,73851000.0,71122000.0,66771000.0,25180000.0,,
Gross Profit,309761000.0,291005000.0,295946000.0,293754000.0,278463000.0,,
Cost Of Revenue,73588000.0,67212000.0,66608000.0,64696000.0,65201000.0,,
Total Revenue,383349000.0,358217000.0,362554000.0,358450000.0,343664000.0,,
Operating Revenue,383349000.0,358217000.0,362554000.0,358450000.0,343664000.0,,
