quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,2.5,2.25,0.25,0.111099996
2025-03-31,2.47,2.01,0.46,0.2289
2024-12-31,2.46,2.135,0.33,0.1522
2024-09-30,2.39,1.86,0.53,0.2849
