GradeDate,Firm,ToGrade,FromGrade,Action
2024-05-13 11:15:41,HC Wainwright & Co.,Buy,Buy,main
2024-03-12 13:08:12,JP Morgan,Overweight,Overweight,main
2024-03-07 12:25:55,HC Wainwright & Co.,Buy,Buy,reit
2023-11-13 15:54:00,JP Morgan,Overweight,Overweight,main
2023-10-18 14:13:36,Wedbush,Outperform,Outperform,reit
2023-08-09 10:22:29,HC Wainwright & Co.,Buy,Buy,main
2023-03-17 10:44:20,HC Wainwright & Co.,Buy,,reit
2023-03-16 12:53:48,JP Morgan,Overweight,,main
2023-03-16 12:27:09,Wedbush,Outperform,,main
2022-05-13 10:34:12,SVB Leerink,Outperform,,main
2021-12-13 11:08:35,HC Wainwright & Co.,Buy,,main
2021-11-12 12:04:30,SVB Leerink,Outperform,,main
2021-08-13 10:15:12,SVB Leerink,Outperform,,main
2021-05-19 11:23:45,SVB Leerink,Outperform,,main
2021-05-05 10:13:57,HC Wainwright & Co.,Buy,,init
2021-04-06 11:43:50,SVB Leerink,Outperform,,main
2020-11-19 11:07:05,SVB Leerink,Outperform,,main
2020-10-08 10:35:22,Baird,Outperform,,init
2020-08-18 11:03:19,JP Morgan,Overweight,,init
2020-08-18 10:51:33,Wedbush,Outperform,,init
2020-08-18 10:49:27,SVB Leerink,Outperform,,init
2020-08-18 09:22:55,Piper Sandler,Overweight,,init
