quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2022-12-31,-28.13329,-41.79998,13.67,0.32700002
2022-09-30,-25.34599,-41.79998,16.45,0.39360002
2022-06-30,34.19999,-49.39998,83.6,1.6923
2022-03-31,18.99999,-49.39998,68.4,1.3846
