,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.1747,0.104952,0.2015,0.1663,0.2015
Net Income From Continuing Operation Net Minority Interest,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Reconciled Depreciation,415000.0,419000.0,409000.0,410000.0,414000.0
Net Interest Income,7460000.0,7567000.0,8168000.0,8744000.0,9371000.0
Interest Expense,6300000.0,5769000.0,4518000.0,3668000.0,2803000.0
Interest Income,13760000.0,13336000.0,12686000.0,12412000.0,12174000.0
Normalized Income,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Net Income From Continuing And Discontinued Operation,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Diluted Average Shares,2556958.0,2560656.0,2571808.0,2591233.0,2604043.0
Basic Average Shares,2539213.0,2542175.0,2553773.0,2574677.0,2578413.0
Diluted EPS,0.3,0.47,0.45,1.11,0.83
Basic EPS,0.3,0.47,0.45,1.12,0.84
Diluted NI Availto Com Stockholders,765000.0,1164000.0,1169000.0,2874000.0,2154000.0
Average Dilution Earnings,0.0,,,0.0,0.0
Net Income Common Stockholders,765000.0,1164000.0,1169000.0,2874000.0,2154000.0
Otherunder Preferred Stock Dividend,5000.0,,,18000.0,14000.0
Net Income,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Net Income Including Noncontrolling Interests,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Net Income Continuous Operations,770000.0,1211000.0,1169000.0,2892000.0,2168000.0
Tax Provision,163000.0,142000.0,295000.0,577000.0,547000.0
Pretax Income,933000.0,1353000.0,1464000.0,3469000.0,2715000.0
Selling General And Administration,4543000.0,-755000.0,5773000.0,4700000.0,4485000.0
General And Administrative Expense,4543000.0,-755000.0,5773000.0,4700000.0,4485000.0
Other Gand A,,,1625000.0,,
Salaries And Wages,4543000.0,3802000.0,4148000.0,4700000.0,4485000.0
Total Revenue,8556000.0,8633000.0,9249000.0,10635000.0,10340000.0
Operating Revenue,8556000.0,8633000.0,9249000.0,10635000.0,10340000.0
