,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.220527,0.21,0.21,0.21,0.21
Normalized EBITDA,20518000.0,13617000.0,-18899000.0,-9259000.0,313000.0
Net Income From Continuing Operation Net Minority Interest,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Reconciled Depreciation,358000.0,345000.0,400000.0,399000.0,430000.0
Reconciled Cost Of Revenue,71021000.0,61658000.0,-62226000.0,49416000.0,42336000.0
EBITDA,20518000.0,13617000.0,-18899000.0,-9259000.0,313000.0
EBIT,20160000.0,13272000.0,-19299000.0,-9658000.0,-117000.0
Normalized Income,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Net Income From Continuing And Discontinued Operation,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Total Expenses,136637000.0,124513000.0,141835000.0,121872000.0,108748000.0
Total Operating Income As Reported,20160000.0,13272000.0,-19299000.0,-9658000.0,-117000.0
Diluted Average Shares,77942082.0,76145617.0,72319129.0,71726685.0,71004640.0
Basic Average Shares,73438530.0,72647121.0,72319129.0,71726685.0,71004640.0
Diluted EPS,0.23,0.11,-0.12,-0.18,-0.06
Basic EPS,0.24,0.12,-0.12,-0.18,-0.06
Diluted NI Availto Com Stockholders,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Net Income Common Stockholders,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Net Income,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Net Income Including Noncontrolling Interests,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Net Income Continuous Operations,17832000.0,8539000.0,-8888000.0,-12693000.0,-3908000.0
Tax Provision,5045000.0,7026000.0,-8091000.0,5492000.0,6212000.0
Pretax Income,22877000.0,15565000.0,-16979000.0,-7201000.0,2304000.0
Other Income Expense,2717000.0,2293000.0,2320000.0,2457000.0,2421000.0
Other Non Operating Income Expenses,2717000.0,2293000.0,2320000.0,2457000.0,2421000.0
Operating Income,20160000.0,13272000.0,-19299000.0,-9658000.0,-117000.0
Operating Expense,65616000.0,62855000.0,204061000.0,72456000.0,66412000.0
Research And Development,18753000.0,19325000.0,35215000.0,26057000.0,24017000.0
Selling General And Administration,46863000.0,43530000.0,40535000.0,46399000.0,42395000.0
Gross Profit,85776000.0,76127000.0,184762000.0,62798000.0,66295000.0
Cost Of Revenue,71021000.0,61658000.0,-62226000.0,49416000.0,42336000.0
Total Revenue,156797000.0,137785000.0,122536000.0,112214000.0,108631000.0
Operating Revenue,156797000.0,137785000.0,122536000.0,112214000.0,108631000.0
