quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.57,0.55708,0.01,0.0232
2025-03-31,0.29,0.25322,0.04,0.1452
2024-12-31,1.0,0.94506,0.05,0.0581
2024-09-30,0.79,0.76953,0.02,0.026600001
