GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-06 15:38:36,Northland Capital Markets,Outperform,Outperform,main
2024-08-06 15:10:16,Benchmark,Hold,Buy,down
2024-08-06 14:44:51,Craig-Hallum,Hold,Buy,down
2024-05-07 13:24:44,Benchmark,Buy,Buy,reit
2024-03-12 15:26:15,Craig-Hallum,Buy,Buy,main
2024-03-12 12:57:59,Benchmark,Buy,Buy,reit
2024-02-23 14:01:06,Stifel,Buy,Buy,main
2023-08-14 11:01:12,BTIG,Neutral,,init
2023-05-18 09:32:42,JP Morgan,Neutral,,init
2023-05-10 12:07:39,Morgan Stanley,Equal-Weight,,main
2023-04-19 08:56:54,Stifel,Buy,,init
2023-03-10 15:39:20,Benchmark,Buy,,reit
2023-03-10 13:02:23,Craig-Hallum,Buy,Hold,up
2023-01-18 14:35:35,Morgan Stanley,Equal-Weight,,main
2022-09-07 12:32:13,Morgan Stanley,Equal-Weight,,main
2022-08-23 10:16:17,B of A Securities,Underperform,,init
2022-07-11 12:57:38,Craig-Hallum,Hold,Buy,down
2022-05-17 12:04:24,Morgan Stanley,Equal-Weight,,main
2022-02-25 15:11:09,Oppenheimer,Outperform,,main
2021-09-23 11:51:14,Morgan Stanley,Equal-Weight,,init
2021-07-16 09:06:22,Oppenheimer,Outperform,,init
