GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-23 16:17:21,JP Morgan,Overweight,Overweight,main
2024-07-23 11:56:55,"Keefe, Bruyette & Woods",Outperform,Outperform,reit
2024-04-04 11:55:31,JP Morgan,Overweight,Overweight,main
2024-03-11 10:58:10,"Keefe, Bruyette & Woods",Outperform,Outperform,reit
2024-03-04 12:11:24,JP Morgan,Overweight,Overweight,main
2024-01-22 15:50:52,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2023-12-15 14:19:53,Piper Sandler,Overweight,,init
2023-10-05 15:13:55,JP Morgan,Overweight,Overweight,main
2023-07-25 13:33:50,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2023-04-06 13:35:36,"Keefe, Bruyette & Woods",Outperform,,main
2023-01-23 15:30:55,JP Morgan,Overweight,,main
2023-01-11 13:30:10,JP Morgan,Overweight,,main
2022-12-13 14:59:57,JP Morgan,Overweight,,main
2022-07-01 13:09:41,JP Morgan,Overweight,,main
2020-04-23 13:31:00,JP Morgan,Overweight,,main
2017-12-04 13:33:46,Piper Sandler,Neutral,,init
2017-12-04 12:01:29,JP Morgan,Overweight,,init
