,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,48994.0,82628.0,6052.0,37991.344668,-455058.0
Tax Rate For Calcs,0.187,0.182,0.178,0.233076,0.162
Total Unusual Items,262000.0,454000.0,34000.0,163000.0,-2809000.0
Total Unusual Items Excluding Goodwill,262000.0,454000.0,34000.0,163000.0,-2809000.0
Net Income From Continuing Operation Net Minority Interest,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Reconciled Depreciation,488000.0,462000.0,463000.0,498000.0,533000.0
Net Interest Income,14186000.0,14022000.0,14611000.0,15725000.0,15026000.0
Interest Expense,9492000.0,9384000.0,9304000.0,9375000.0,8741000.0
Interest Income,23678000.0,23406000.0,23915000.0,25100000.0,23767000.0
Normalized Income,4360994.0,4257628.0,4428052.0,-7568008.655332,4932942.0
Net Income From Continuing And Discontinued Operation,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Diluted Average Shares,6986723.0,6995956.0,7032171.0,7088571.0,7163889.0
Basic Average Shares,6986723.0,6995956.0,7032171.0,7088571.0,7163889.0
Diluted EPS,0.66,0.66,0.63,-1.05,0.36
Basic EPS,0.66,0.66,0.63,-1.05,0.36
Diluted NI Availto Com Stockholders,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Net Income Common Stockholders,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Net Income,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Net Income Including Noncontrolling Interests,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Net Income Continuous Operations,4574000.0,4629000.0,4456000.0,-7443000.0,2579000.0
Tax Provision,1050000.0,1033000.0,966000.0,-2262000.0,498000.0
Pretax Income,5624000.0,5662000.0,5422000.0,-9705000.0,3077000.0
Gain On Sale Of Security,8000.0,-15000.0,0.0,-11565000.0,3000.0
Selling General And Administration,6737000.0,6980000.0,6987000.0,8396000.0,7499000.0
Selling And Marketing Expense,198000.0,256000.0,257000.0,403000.0,375000.0
General And Administrative Expense,6539000.0,6724000.0,6730000.0,7993000.0,7124000.0
Salaries And Wages,6539000.0,6724000.0,6730000.0,7993000.0,7124000.0
Total Revenue,18118000.0,18153000.0,17767000.0,6432000.0,15756000.0
Operating Revenue,18118000.0,18153000.0,17767000.0,6432000.0,15756000.0
Occupancy And Equipment,1630000.0,1430000.0,1569000.0,1583000.0,1610000.0
Professional Expense And Contract Services Expense,378000.0,512000.0,823000.0,1061000.0,499000.0
Other Non Interest Expense,3249000.0,3112000.0,3196000.0,3547000.0,2961000.0
