,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-6498371.335505,0.0,-1200000.0,-2684210.526316,2550000.0,,
Tax Rate For Calcs,0.114007,0.0,0.15,0.157895,0.15,,
Normalized EBITDA,93000000.0,89000000.0,102000000.0,95000000.0,99000000.0,,
Total Unusual Items,-57000000.0,-4000000.0,-8000000.0,-17000000.0,17000000.0,,
Total Unusual Items Excluding Goodwill,-57000000.0,-4000000.0,-8000000.0,-17000000.0,17000000.0,,
Net Income From Continuing Operation Net Minority Interest,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Reconciled Depreciation,310000000.0,81000000.0,85000000.0,81000000.0,79000000.0,,
Reconciled Cost Of Revenue,136000000.0,129000000.0,145000000.0,126000000.0,117000000.0,,
EBITDA,36000000.0,85000000.0,94000000.0,78000000.0,116000000.0,,
EBIT,-274000000.0,4000000.0,9000000.0,-3000000.0,37000000.0,,
Net Interest Income,-34000000.0,-30000000.0,-32000000.0,-35000000.0,-36000000.0,,
Interest Expense,33000000.0,29000000.0,31000000.0,35000000.0,36000000.0,,
Normalized Income,-221498371.335505,-21000000.0,-47200000.0,-17684210.526316,-17450000.0,,
Net Income From Continuing And Discontinued Operation,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Total Expenses,915000000.0,661000000.0,673000000.0,644000000.0,632000000.0,,
Total Operating Income As Reported,-266000000.0,3000000.0,5000000.0,-2000000.0,11000000.0,,
Diluted Average Shares,,276000000.0,,275000000.0,294000000.0,289000000.0,294000000.0
Basic Average Shares,,276000000.0,,275000000.0,275000000.0,274000000.0,274000000.0
Diluted EPS,,-0.09,,-0.12,-0.08,0.05,0.1
Basic EPS,,-0.09,,-0.12,-0.01,0.1,0.14
Diluted NI Availto Com Stockholders,-272000000.0,-25000000.0,-13000000.0,-32000000.0,-24000000.0,,
Average Dilution Earnings,0.0,,,0.0,-21000000.0,,
Net Income Common Stockholders,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Net Income,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Net Income Including Noncontrolling Interests,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Net Income Continuous Operations,-272000000.0,-25000000.0,-54000000.0,-32000000.0,-3000000.0,,
Tax Provision,-35000000.0,0.0,32000000.0,-6000000.0,4000000.0,,
Pretax Income,-307000000.0,-25000000.0,-22000000.0,-38000000.0,1000000.0,,
Other Income Expense,-57000000.0,-4000000.0,-8000000.0,-17000000.0,17000000.0,,
Special Income Charges,-50000000.0,-6000000.0,-13000000.0,-16000000.0,22000000.0,,
Restructuring And Mergern Acquisition,50000000.0,6000000.0,13000000.0,16000000.0,-22000000.0,,
Gain On Sale Of Security,-7000000.0,2000000.0,5000000.0,-1000000.0,-5000000.0,,
Net Non Operating Interest Income Expense,-34000000.0,-30000000.0,-32000000.0,-35000000.0,-36000000.0,,
Total Other Finance Cost,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,
Interest Expense Non Operating,33000000.0,29000000.0,31000000.0,35000000.0,36000000.0,,
Operating Income,-216000000.0,9000000.0,18000000.0,14000000.0,20000000.0,,
Operating Expense,779000000.0,532000000.0,528000000.0,518000000.0,515000000.0,,
Depreciation Amortization Depletion Income Statement,310000000.0,81000000.0,85000000.0,81000000.0,79000000.0,,
Depreciation And Amortization In Income Statement,310000000.0,81000000.0,85000000.0,81000000.0,79000000.0,,
Amortization,271000000.0,46000000.0,45000000.0,46000000.0,44000000.0,,
Amortization Of Intangibles Income Statement,271000000.0,46000000.0,45000000.0,46000000.0,44000000.0,,
Depreciation Income Statement,39000000.0,35000000.0,40000000.0,35000000.0,35000000.0,,
Selling General And Administration,469000000.0,451000000.0,443000000.0,437000000.0,436000000.0,,
General And Administrative Expense,469000000.0,451000000.0,443000000.0,437000000.0,436000000.0,,
Salaries And Wages,469000000.0,451000000.0,443000000.0,437000000.0,436000000.0,,
Gross Profit,563000000.0,541000000.0,546000000.0,532000000.0,535000000.0,,
Cost Of Revenue,136000000.0,129000000.0,145000000.0,126000000.0,117000000.0,,
Total Revenue,699000000.0,670000000.0,691000000.0,658000000.0,652000000.0,,
Operating Revenue,628000000.0,670000000.0,620000000.0,658000000.0,584000000.0,,
