quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,-0.33,-0.00197,-0.33,-166.5127
2024-06-30,-0.22,-0.29538,0.08,0.2552
2024-03-31,-0.27,-0.3625,0.09,0.2552
2023-12-31,-0.2766,-0.56781,0.29,0.5129
