,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,34782.608696,5460000.0,-8385093.167702,6510000.0,301675.977654,,
Tax Rate For Calcs,0.004348,0.21,0.093168,0.21,0.100559,,
Normalized EBITDA,962000000.0,1103000000.0,1104000000.0,1015000000.0,1036000000.0,,
Total Unusual Items,8000000.0,26000000.0,-90000000.0,31000000.0,3000000.0,,
Total Unusual Items Excluding Goodwill,8000000.0,26000000.0,-90000000.0,31000000.0,3000000.0,,
Net Income From Continuing Operation Net Minority Interest,229000000.0,445000000.0,292000000.0,477000000.0,322000000.0,,
Reconciled Depreciation,484000000.0,452000000.0,44000000.0,417000000.0,448000000.0,,
Reconciled Cost Of Revenue,2382000000.0,3227000000.0,2685000000.0,1853000000.0,1802000000.0,,
EBITDA,970000000.0,1129000000.0,1014000000.0,1046000000.0,1039000000.0,,
EBIT,486000000.0,677000000.0,570000000.0,608000000.0,591000000.0,,
Net Interest Income,-231000000.0,-227000000.0,-214000000.0,-204000000.0,-197000000.0,,
Interest Expense,256000000.0,250000000.0,248000000.0,252000000.0,233000000.0,,
Interest Income,25000000.0,23000000.0,34000000.0,48000000.0,36000000.0,,
Normalized Income,221034782.608696,424460000.0,373614906.832298,452510000.0,319301675.977654,,
Net Income From Continuing And Discontinued Operation,229000000.0,445000000.0,292000000.0,477000000.0,322000000.0,,
Total Expenses,2971000000.0,3817000000.0,2766000000.0,2389000000.0,2353000000.0,,
Total Operating Income As Reported,427000000.0,624000000.0,555000000.0,517000000.0,502000000.0,,
Diluted Average Shares,207000000.0,207000000.0,,207000000.0,207000000.0,207000000.0,
Basic Average Shares,207000000.0,207000000.0,,207000000.0,207000000.0,206000000.0,
Diluted EPS,1.1,2.14,,2.3,1.55,1.51,
Basic EPS,1.1,2.14,,2.3,1.56,1.51,
Diluted NI Availto Com Stockholders,228000000.0,444000000.0,292000000.0,475000000.0,322000000.0,,
Net Income Common Stockholders,228000000.0,444000000.0,292000000.0,475000000.0,322000000.0,,
Otherunder Preferred Stock Dividend,1000000.0,1000000.0,,2000000.0,0.0,1000000.0,
Net Income,229000000.0,445000000.0,292000000.0,477000000.0,322000000.0,,
Net Income Including Noncontrolling Interests,229000000.0,445000000.0,292000000.0,477000000.0,322000000.0,,
Net Income Continuous Operations,229000000.0,445000000.0,292000000.0,477000000.0,322000000.0,,
Tax Provision,1000000.0,-18000000.0,30000000.0,-121000000.0,36000000.0,,
Pretax Income,230000000.0,427000000.0,322000000.0,356000000.0,358000000.0,,
Other Income Expense,13000000.0,31000000.0,-134000000.0,43000000.0,33000000.0,,
Other Non Operating Income Expenses,1000000.0,-2000000.0,-23000000.0,,-2000000.0,1000000.0,
Special Income Charges,1000000.0,25000000.0,-91000000.0,24000000.0,0.0,,
Gain On Sale Of Ppe,1000000.0,1000000.0,-29000000.0,0.0,0.0,,
Other Special Charges,,-24000000.0,,-24000000.0,,-18000000.0,
Earnings From Equity Interest,4000000.0,7000000.0,-21000000.0,12000000.0,32000000.0,,
Gain On Sale Of Security,7000000.0,1000000.0,1000000.0,7000000.0,3000000.0,,
Net Non Operating Interest Income Expense,-231000000.0,-227000000.0,-214000000.0,-204000000.0,-197000000.0,,
Interest Expense Non Operating,256000000.0,250000000.0,248000000.0,252000000.0,233000000.0,,
Interest Income Non Operating,25000000.0,23000000.0,34000000.0,48000000.0,36000000.0,,
Operating Income,448000000.0,623000000.0,670000000.0,517000000.0,522000000.0,,
Operating Expense,556000000.0,590000000.0,481000000.0,557000000.0,530000000.0,,
Other Operating Expenses,-22000000.0,,,,-20000000.0,,
Other Taxes,127000000.0,138000000.0,123000000.0,119000000.0,123000000.0,,
Depreciation Amortization Depletion Income Statement,451000000.0,452000000.0,444000000.0,438000000.0,427000000.0,,
Depreciation And Amortization In Income Statement,451000000.0,452000000.0,444000000.0,438000000.0,427000000.0,,
Selling General And Administration,,,,0.0,0.0,0.0,0.0
General And Administrative Expense,,,,,,,0.0
Salaries And Wages,,,,0.0,0.0,0.0,0.0
Gross Profit,1004000000.0,1213000000.0,1151000000.0,1074000000.0,1052000000.0,,
Cost Of Revenue,2415000000.0,3227000000.0,2285000000.0,1832000000.0,1823000000.0,,
Total Revenue,3419000000.0,4440000000.0,3436000000.0,2906000000.0,2875000000.0,,
Operating Revenue,3419000000.0,4440000000.0,3436000000.0,2906000000.0,2875000000.0,,
