GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-30 13:04:43,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-07-29 16:55:42,B. Riley Securities,Buy,Buy,main
2024-07-29 12:11:50,B of A Securities,Neutral,Neutral,main
2024-07-22 12:00:53,JMP Securities,Market Outperform,Market Outperform,main
2024-06-25 09:53:37,Wolfe Research,Outperform,,init
2024-04-10 15:30:39,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2023-07-27 12:32:42,JMP Securities,Market Outperform,Market Outperform,main
2023-07-27 11:33:42,Raymond James,Outperform,Strong Buy,down
2023-07-24 16:32:01,BTIG,Buy,Buy,main
2023-06-16 12:37:01,JMP Securities,Market Outperform,Market Outperform,reit
2023-05-02 12:14:52,"Keefe, Bruyette & Woods",Outperform,,main
2023-05-02 08:26:28,Raymond James,Strong Buy,,main
2023-04-28 11:50:49,JMP Securities,Market Outperform,,reit
2023-04-13 13:52:07,"Keefe, Bruyette & Woods",Outperform,,main
2023-02-15 13:52:19,"Keefe, Bruyette & Woods",Outperform,,main
2022-07-18 12:21:18,Raymond James,Strong Buy,,main
2021-05-10 13:57:14,Raymond James,Strong Buy,,main
2021-03-02 17:13:39,Wolfe Research,Outperform,Underperform,up
2021-03-01 12:14:54,Raymond James,Strong Buy,,main
2021-02-09 11:16:14,JP Morgan,Underweight,Neutral,down
2021-02-03 13:02:51,BTIG,Buy,,init
2020-10-06 15:02:26,JMP Securities,Market Outperform,,main
2020-05-07 12:00:43,"Keefe, Bruyette & Woods",Outperform,,main
2020-05-06 11:46:29,B. Riley Securities,Buy,Neutral,up
2020-05-04 13:38:40,JP Morgan,Neutral,,main
2020-04-13 12:14:15,Raymond James,Strong Buy,,main
2020-04-03 14:59:28,JMP Securities,Market Outperform,,main
2020-04-03 11:48:43,B. Riley Securities,Neutral,Buy,down
2020-03-02 11:34:20,Deutsche Bank,Buy,Hold,up
2019-12-02 13:21:44,Compass Point,Buy,,init
2019-07-24 13:15:22,JP Morgan,Neutral,,main
2019-03-01 12:49:49,Deutsche Bank,Hold,Buy,down
2018-10-24 11:08:20,JP Morgan,Neutral,Overweight,down
2018-08-07 12:49:33,B. Riley Securities,Buy,Buy,main
2018-08-06 14:19:32,JMP Securities,Market Outperform,Market Outperform,main
2018-08-01 12:20:42,Deutsche Bank,Buy,Buy,main
2018-07-23 12:46:50,JP Morgan,Overweight,Overweight,main
2018-05-04 13:26:03,Deutsche Bank,Buy,Buy,main
2018-03-27 12:23:10,Raymond James,Strong Buy,,init
2018-03-19 13:19:48,B of A Securities,Buy,Buy,main
2017-03-14 11:01:41,Wells Fargo,Outperform,Market Perform,up
2016-12-15 16:03:14,B of A Securities,Neutral,Buy,down
2016-12-13 11:59:29,"Keefe, Bruyette & Woods",Outperform,Market Perform,up
2016-08-10 12:55:27,Citigroup,Neutral,,main
2016-02-23 12:28:39,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2016-02-19 11:09:28,Wells Fargo,Market Perform,Outperform,down
2015-11-06 14:45:11,Deutsche Bank,Buy,,main
2015-08-10 19:56:48,JMP Securities,Market Outperform,,main
2015-08-07 15:00:00,JP Morgan,Overweight,,main
2015-03-09 11:43:24,Wells Fargo,Outperform,Market Perform,up
2014-11-07 14:00:00,"Keefe, Bruyette & Woods",Outperform,,main
2014-11-06 14:00:00,JMP Securities,Market Outperform,,main
2014-08-07 01:59:23,Deutsche Bank,Buy,,main
2014-07-25 05:28:01,JP Morgan,Overweight,,main
2014-05-08 05:57:29,Deutsche Bank,Buy,,main
2014-03-10 11:41:37,Deutsche Bank,Buy,,init
2014-03-07 13:00:00,Deutsche Bank,Buy,,init
2014-03-03 13:03:57,JMP Securities,Market Outperform,,init
2014-03-03 13:00:00,Citigroup,Neutral,,init
2013-10-28 13:00:00,Deutsche Bank,Hold,,main
